# experiment=tree_reuse engine=helix-f3270d5 date=20260808-144106
# games=tests/data/thesis-games.txt budget_ms=500 mode=keep game_count=30
game_id,ply,side,mode,completed_depth,seldepth,nodes,qnodes,researches,tt_probes,tt_hits,tt_stores,tt_replaces,tt_hit_rate,time_ms,bestmove,played_move
3,28,w,keep,7,20,672768,461653,5,224600,15334,36609,15442,0.0683,474,d1e1,d1e1
3,29,b,keep,7,20,859136,516643,6,198039,17467,38745,16090,0.0882,475,d7e5,f8e8
3,30,w,keep,6,19,868352,521013,50,184706,19686,31747,11674,0.1066,475,c1e3,b1b3
3,31,b,keep,6,19,719872,465992,38,210034,16971,32879,12695,0.0808,475,d7e5,d8e7
3,32,w,keep,6,19,876544,529046,11,181487,15616,29187,11944,0.0860,474,b3e3,b3e3
3,33,b,keep,8,20,655113,390366,2,159996,15091,34308,16588,0.0943,386,d7e5,d7e5
3,34,w,keep,7,21,657408,464218,41,236358,12851,27423,12415,0.0544,475,c1b2,f3d2
3,35,b,keep,6,21,678912,447456,40,210545,13734,32039,14401,0.0652,474,c8f5,c8f5
3,36,w,keep,6,19,696320,454589,4,209458,23718,39671,14388,0.1132,475,d2e4,d2f1
3,37,b,keep,6,18,773120,479120,21,195729,15938,34489,16061,0.0814,475,e7h4,e7h4
3,38,w,keep,6,22,735232,480918,3,200924,8696,33116,17982,0.0433,475,c1b2,f1g3
3,39,b,keep,6,18,778240,487073,6,185006,16990,32469,14933,0.0918,474,e5c4,e5g4
3,40,w,keep,7,19,711680,448378,14,192152,12487,35074,19061,0.0650,475,e2g4,e2g4
3,41,b,keep,7,18,694272,443723,5,209885,15692,36305,20474,0.0748,475,e8e3,e8e3
3,42,w,keep,8,19,879616,492634,11,186479,23711,47644,24186,0.1272,474,c1e3,c1e3
3,43,b,keep,8,19,618525,374457,0,222779,33463,52867,32235,0.1502,425,h4g4,h4g4
3,44,w,keep,8,16,588006,342655,1,160189,18138,36549,20757,0.1132,352,e1d2,e3d2
3,45,b,keep,7,17,798720,434128,100,200799,25932,55019,29986,0.1291,476,f5d3,f5d3
3,46,w,keep,6,17,748544,423958,27,213582,28055,57565,30806,0.1314,474,d2h6,e1e3
3,47,b,keep,7,16,896000,473777,21,174370,20319,53549,31870,0.1165,475,g4c4,g4d4
3,48,w,keep,7,16,873472,457644,85,181097,33411,56877,30048,0.1845,474,e3g5,e3e1
3,49,b,keep,7,14,835207,430865,88,130922,25308,39816,20541,0.1933,392,d4c4,d4c4
3,50,w,keep,7,16,773641,403400,41,169173,25266,50940,29881,0.1494,432,e1e3,h2h4
3,51,b,keep,7,15,1024000,529542,26,163823,19497,51601,32152,0.1190,475,c4h4,c4h4
3,52,w,keep,7,16,894976,471682,19,189872,25204,56910,33790,0.1327,475,e1e3,d2a5
3,53,b,keep,6,14,1017856,526761,27,168227,21473,51985,31878,0.1276,475,b7b6,h7h5
3,54,w,keep,6,15,812032,460794,94,216347,29943,46042,25304,0.1384,475,e1e3,a5d2
3,55,b,keep,7,15,813056,442585,52,203431,26609,52100,33163,0.1308,474,h4g4,h4g4
3,56,w,keep,7,15,881664,472095,9,198204,31420,51409,30138,0.1585,476,d2c3,e1a1
3,57,b,keep,7,14,921600,485930,23,184460,28103,52209,32186,0.1524,474,h5h4,a8e8
3,58,w,keep,7,16,798720,432129,34,185659,26975,53839,33886,0.1453,474,d2h6,d2h6
3,59,b,keep,8,17,983040,517667,17,165411,25911,52556,33664,0.1566,475,g4d4,g4d4
3,60,w,keep,8,18,607232,372888,0,264952,32908,62057,46440,0.1242,475,a1d1,h6g7
3,61,b,keep,9,17,1075200,543782,19,173267,46333,54152,34050,0.2674,475,d4a1,d4a1
3,62,w,keep,12,18,945792,437643,39,121677,65495,46394,24788,0.5383,355,g7a1,g7a1
3,63,b,keep,12,19,1169408,551061,32,206420,76730,68758,50606,0.3717,474,e8e1,e8e1
3,64,w,keep,11,18,1574912,748485,45,97505,51223,57508,25654,0.5253,476,g1h2,g3f1
4,0,w,keep,8,21,776870,418051,35,193726,31254,54047,840,0.1613,454,e2e4,g1f3
4,1,b,keep,8,21,837632,455081,27,181138,26642,47844,2052,0.1471,474,d7d5,g8f6
4,2,w,keep,8,23,772558,417158,12,177800,27535,45877,3078,0.1549,448,d2d4,g2g3
4,3,b,keep,7,20,775168,420222,8,198383,28019,52064,4717,0.1412,474,d7d5,g7g6
