# experiment=move_stability engine=helix-f3270d5 date=20260808-001652
# suite=tests/data/stockfish-bench-all.epd node_budget=20000000 positions=309
fen_id,fen,depth,bestmove,nodes,qnodes,seldepth,time_ms
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,g1f3,41,20,1,0
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2,g1f3,193,89,4,0
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,3,g1f3,1306,613,5,1
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,4,g1f3,3424,1587,8,3
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,5,g1f3,20584,9865,9,11
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,6,g1f3,54209,27139,16,36
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,7,e2e4,317246,161309,18,167
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,8,e2e4,776870,418051,21,463
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,9,e2e4,2706811,1427265,22,1356
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,10,e2e4,7298900,4134328,26,4293
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,1,e2a6,779,730,11,1
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,2,e2a6,2000,1819,11,3
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,3,e2a6,8082,5741,12,7
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,4,d5e6,88795,77077,18,89
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,5,e2a6,282934,209892,23,231
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,6,e2a6,557774,447688,23,528
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,7,e2a6,2823687,1967211,24,2131
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,8,e2a6,6826502,5325211,26,5945
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,1,b4f4,29,14,1,0
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,2,b4f4,107,58,4,0
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,3,b4f4,587,304,7,1
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,4,b4f4,1252,674,8,1
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,5,b4f4,5623,2901,11,3
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,6,b4f4,9360,4705,11,5
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,7,b4f4,29986,14915,13,16
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,8,b4f4,54254,26647,14,35
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,9,b4f4,172131,84122,16,99
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,10,b4f4,286055,138890,18,179
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,11,b4f4,557272,270237,18,327
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,12,b4f4,1107341,524339,18,672
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,13,b4f4,2340025,1123650,20,1374
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,1,f5d3,972,933,10,1
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,2,f5d3,1795,1613,10,2
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,3,f5d3,4615,3236,10,3
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,4,f5d3,12794,9141,13,9
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,5,f5d3,43962,30169,17,30
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,6,f5d3,140880,85548,18,77
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,7,f5d3,439942,279003,19,263
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,8,f5d3,1160061,686948,19,591
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,9,f5d3,10838148,7566301,25,7570
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,1,f7e6,61,34,6,0
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,2,f7e6,473,337,7,0
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,3,f7e6,2320,1337,12,1
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,4,f7e6,6660,3664,12,3
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,5,f7e6,25491,15413,14,16
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,6,f7e6,139190,76220,16,65
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,7,f7e6,294330,177225,19,180
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,8,f7e6,816310,484806,22,446
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,9,f7e6,2228180,1398100,24,1438
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,10,f7e6,9464201,5827202,25,5278
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,1,f4f3,91,58,6,0
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,2,f4f3,759,580,9,1
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,3,f4f3,3365,2010,9,2
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,4,f4f3,10001,6440,11,7
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,5,f4f3,47040,28316,13,29
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,6,f4f3,169375,106790,18,109
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,7,f4f3,595579,359839,19,353
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,8,f4f3,2542129,1562063,21,1497
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,9,f4f3,7683728,4808928,25,4968
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,1,b4b2,177,128,8,0
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,2,b4b2,1241,1026,8,1
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,3,b4b2,6367,3830,9,3
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,4,b4b2,13780,8745,14,7
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,5,b4b2,55661,31944,14,28
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,6,b4b2,205045,125305,19,115
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,7,b4b2,1190798,673708,19,559
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,8,b4b2,4260254,2885401,25,2751
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,1,b5d6,204,163,9,0
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,2,b5d6,647,515,9,0
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,3,b5d6,3951,2324,9,2
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,4,f4g3,15746,10921,14,13
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,5,f4g3,75047,42321,14,39
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,6,f4e5,176105,112041,18,123
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,7,f4g3,626086,348927,18,327
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,8,f4e5,1469390,912546,23,943
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,9,f4g3,12235612,7006446,27,6269
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,1,a1d1,174,123,7,0
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,2,a1d1,1534,1323,9,2
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,3,a1d1,7633,4869,9,5
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,4,a1d1,21728,16331,13,17
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,5,a1d1,162527,100674,17,89
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,6,a1d1,523504,391289,20,396
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,7,a1e1,2137619,1349164,22,1182
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,8,a1d1,5868165,4159786,29,4022
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,1,a1e1,780,725,8,1
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,2,e3g3,2527,2240,10,2
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,3,e3g3,8630,5565,10,5
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,4,e3g3,21898,15361,11,15
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,5,e3g3,108960,61727,12,49
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,6,e3g3,336655,234011,20,216
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,7,e3g3,1765695,1011314,20,770
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,8,f4f6,4253562,2610665,20,2256
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,9,f4f6,11154552,6413707,21,5252
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,1,e6d5,108,71,5,0
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,2,d8h4,839,666,10,1
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,3,e6d5,5233,3461,12,4
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,4,e6d5,13334,9603,15,13
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,5,e5g4,132530,89016,19,95
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,6,e5g4,328159,220715,21,239
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,7,e5g4,824763,553121,24,588
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,8,e5g4,2260604,1456421,25,1529
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,9,e5g4,11633450,8304723,27,8797
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,1,a1c1,92,56,3,0
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,2,a1c1,519,344,8,1
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,3,a2a4,7597,5096,15,5
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,4,a2a4,22223,15707,17,19
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,5,d1c2,132555,82244,20,80
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,6,d1c2,398807,286047,24,318
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,7,d1c2,1358134,839678,24,766
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,8,a2a4,7120327,5296550,30,5551
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,1,a3d6,128,90,5,0
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,2,a3d6,1228,1070,9,1
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,3,a3b4,6713,4654,10,4
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,4,a4c2,37489,30237,18,31
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,5,a3d6,196158,138449,19,140
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,6,a3d6,357009,253724,19,252
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,7,a3b4,2596383,1785243,21,1747
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,8,a3b4,4755110,3326606,27,3215
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,1,h1e1,87,49,3,0
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,2,h1e1,383,228,5,0
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,3,h2h3,4833,2732,8,2
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,4,h2h3,10503,6103,11,6
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,5,h2h3,72323,39169,15,34
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,6,h2h3,154619,86573,15,84
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,7,h2h3,516723,283169,17,257
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,8,h2h3,1444317,863566,21,858
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,9,h2h3,8453037,5073333,24,4631
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,1,h8f8,77,47,4,0
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,2,c3c2,739,531,8,1
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,3,c3c2,3091,1899,9,2
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,4,h8f8,13289,8472,10,10
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,5,e8e7,62830,37218,12,39
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,6,e8e7,155674,95021,16,102
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,7,e8e7,465678,268319,19,270
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,8,e8e7,1162358,702309,20,738
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,9,e8e7,5052758,2957405,23,3072
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,1,b7d5,229,174,9,0
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,2,d8e7,1147,860,10,1
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,3,d8e7,3552,2148,10,2
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,4,d8e7,15388,10723,15,12
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,5,c5d5,72448,42771,15,41
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,6,d8e7,299768,175172,17,160
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,7,c5d5,1184577,698777,18,638
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,8,c5d5,2235815,1426409,20,1447
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,9,c5d5,6584020,3903662,20,3584
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,1,e4d6,45,30,3,0
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,2,e4d6,146,84,5,0
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,3,e4f6,677,361,9,0
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,4,e4f6,1498,781,9,1
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,5,e4d6,7148,3911,11,5
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,6,e4d6,12860,6785,11,8
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,7,e4f6,53371,28838,14,37
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,8,e4f6,94302,50022,15,65
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,9,e4f6,151536,79326,15,103
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,10,e4f6,357667,179741,16,234
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,11,e4f6,664561,336235,19,436
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,12,e4f6,3571559,1807758,20,2274
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,1,d3e2,22,11,2,0
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,2,e3g4,122,58,4,0
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,3,e3g4,451,220,6,0
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,4,e3g4,1071,542,6,0
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,5,d3c2,4361,2057,8,2
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,6,d3c3,9035,4061,8,5
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,7,e3g4,24328,11217,10,14
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,8,c4c5,43787,19859,12,27
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,9,c4c5,66175,30277,13,39
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,10,c4c5,80788,36712,15,49
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,11,c4c5,143063,64553,16,84
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,12,c4c5,203166,91228,16,125
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,13,c4c5,389745,172568,19,229
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,14,c4c5,536009,235944,19,325
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,15,c4c5,832537,362398,19,487
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,16,c4c5,3349565,1483810,22,2242
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,17,c4c5,6533269,2923006,23,3919
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,1,g5f5,31,15,1,0
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,2,g5f5,101,47,3,0
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,3,g5f5,732,351,4,1
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,4,h6h7,2860,1397,7,2
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,5,h6h7,6458,3041,7,4
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,6,h6h7,13030,5994,7,7
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,7,h6h7,42327,18815,9,24
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,8,h6h7,88573,39646,11,46
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,9,h6h7,169157,74089,11,94
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,10,h6h7,350706,153498,13,184
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,11,g5h5,3610153,1574028,15,1931
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,12,g5h5,5216169,2281885,15,2792
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,13,g5h5,11303848,4903355,17,6051
