# experiment=time_to_quality engine=helix-f3270d5 date=20260808-032642
# suite=tests/data/stockfish-bench-all.epd nmp=on reps=3 positions=309
fen_id,fen,budget_ms,rep,nmp,bestmove,completed_depth,nodes,time_ms,stop_reason
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,2000,1,on,f4f5,13,2293319,1481,soft_time
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,2000,2,on,f4f5,13,2293319,1475,soft_time
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,5000,0,on,f4f5,14,7340032,4750,hard_time
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,5000,1,on,f4f5,14,7368704,4750,hard_time
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,5000,2,on,f4f5,14,7316480,4749,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,10,0,on,c6b7,7,11915,8,soft_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,10,1,on,c6b7,7,11915,8,soft_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,10,2,on,c6b7,7,11915,8,soft_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,25,0,on,c6b7,7,29696,23,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,25,1,on,c6b7,7,29696,22,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,25,2,on,c6b7,7,29696,22,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,50,0,on,c6a8,8,64512,46,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,50,1,on,c6a8,8,62464,46,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,50,2,on,c6a8,8,63488,46,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,100,0,on,c6a8,9,124928,95,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,100,1,on,c6a8,9,124928,96,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,100,2,on,c6a8,9,124928,95,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,250,0,on,c6a8,11,312320,237,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,250,1,on,c6a8,11,311296,236,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,250,2,on,c6a8,11,311296,237,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,500,0,on,d6c7,12,718848,474,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,500,1,on,d6c7,12,729088,476,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,500,2,on,d6c7,12,729088,475,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,1000,0,on,d6c7,13,1397760,950,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,1000,1,on,d6c7,13,1402880,953,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,1000,2,on,d6c7,13,1405952,949,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,2000,0,on,d6c7,14,3105792,1899,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,2000,1,on,d6c7,14,3064832,1899,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,2000,2,on,d6c7,14,3042304,1902,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,5000,0,on,d6c7,14,7611392,4750,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,5000,1,on,d6c7,14,7596032,4751,hard_time
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,5000,2,on,d6c7,14,7607296,4749,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,10,0,on,a4a3,5,16384,9,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,10,1,on,a4a3,5,15360,8,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,10,2,on,a4a3,5,16384,9,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,25,0,on,a4a3,6,34816,22,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,25,1,on,a4a3,6,37888,23,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,25,2,on,a4a3,6,37888,23,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,50,0,on,a4a3,8,71530,46,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,50,1,on,a4a3,8,71530,46,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,50,2,on,a4a3,8,71530,45,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,100,0,on,a4a3,8,150528,94,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,100,1,on,a4a3,8,150528,95,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,100,2,on,a4a3,8,150528,95,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,250,0,on,h6h5,9,319109,217,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,250,1,on,h6h5,9,319109,215,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,250,2,on,h6h5,9,319109,214,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,500,0,on,h6h5,10,615759,400,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,500,1,on,h6h5,10,615759,400,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,500,2,on,h6h5,10,615759,400,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,1000,0,on,h6h5,11,1349066,892,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,1000,1,on,h6h5,11,1349066,890,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,1000,2,on,h6h5,11,1349066,892,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,2000,0,on,h6h5,12,2629918,1632,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,2000,1,on,h6h5,12,2629918,1646,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,2000,2,on,h6h5,12,2629918,1625,soft_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,5000,0,on,h6h5,12,6812672,4749,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,5000,1,on,h6h5,12,6766592,4749,hard_time
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,5000,2,on,h6h5,12,6755328,4749,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,10,0,on,c5d3,4,17408,9,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,10,1,on,c5d3,4,17408,9,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,10,2,on,c5d3,4,17408,8,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,25,0,on,c5d3,5,41984,23,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,25,1,on,c5d3,5,41984,22,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,25,2,on,c5d3,5,44032,23,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,50,0,on,e1e8,6,90112,47,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,50,1,on,e1e8,6,90112,48,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,50,2,on,e1e8,6,90112,47,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,100,0,on,e1e8,6,182272,95,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,100,1,on,e1e8,6,180224,94,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,100,2,on,e1e8,6,182272,94,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,250,0,on,e1e8,7,433152,237,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,250,1,on,e1e8,7,436224,237,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,250,2,on,e1e8,7,434176,237,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,500,0,on,c5d3,8,855040,475,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,500,1,on,c5d3,8,858112,475,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,500,2,on,c5d3,8,857088,474,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,1000,0,on,c5d3,9,1735172,896,soft_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,1000,1,on,c5d3,9,1735172,925,soft_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,1000,2,on,c5d3,9,1735172,907,soft_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,2000,0,on,c5d3,9,3404800,1901,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,2000,1,on,c5d3,9,3369984,1899,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,2000,2,on,c5d3,9,3410944,1899,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,5000,0,on,c5d3,10,8020992,4750,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,5000,1,on,c5d3,10,8043520,4749,hard_time
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,5000,2,on,c5d3,10,8001536,4749,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,10,0,on,d1c3,4,14336,10,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,10,1,on,d1c3,4,14336,10,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,10,2,on,d1c3,4,8496,6,soft_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,25,0,on,d1c3,5,33773,19,soft_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,25,1,on,d1c3,5,33773,20,soft_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,25,2,on,d1c3,5,33773,19,soft_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,50,0,on,d1c3,5,68608,46,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,50,1,on,d1c3,5,70656,47,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,50,2,on,d1c3,5,68608,46,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,100,0,on,d1c3,5,136192,95,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,100,1,on,d1c3,5,134144,95,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,100,2,on,d1c3,5,134144,95,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,250,0,on,d1c3,6,371712,236,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,250,1,on,d1c3,6,371712,236,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,250,2,on,d1c3,6,377856,238,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,500,0,on,d1c3,7,806912,474,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,500,1,on,d1c3,7,803840,474,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,500,2,on,d1c3,7,798720,475,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,1000,0,on,d1c3,7,1597440,950,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,1000,1,on,d1c3,7,1635328,950,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,1000,2,on,d1c3,7,1612800,951,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,2000,0,on,c4c3,8,2917376,1900,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,2000,1,on,c4c3,8,2888704,1900,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,2000,2,on,c4c3,8,2926592,1899,hard_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,5000,0,on,d5e6,9,6638979,4481,soft_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,5000,1,on,d5e6,9,6638979,4510,soft_time
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,5000,2,on,d5e6,9,6638979,4480,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,10,0,on,f2f4,4,14310,6,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,10,1,on,f2f4,4,14310,6,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,10,2,on,f2f4,4,14310,6,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,25,0,on,a5a6,5,39332,22,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,25,1,on,f2f4,4,38912,22,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,25,2,on,a5a6,5,39332,22,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,50,0,on,a5a6,6,90112,46,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,50,1,on,a5a6,6,90112,47,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,50,2,on,a5a6,6,90112,46,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,100,0,on,a5a6,7,193801,92,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,100,1,on,a5a6,7,193801,94,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,100,2,on,a5a6,6,193536,94,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,250,0,on,a5a6,7,453632,238,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,250,1,on,a5a6,7,453632,239,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,250,2,on,a5a6,7,455680,237,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,500,0,on,a5a6,8,790528,474,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,500,1,on,a5a6,8,789504,474,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,500,2,on,a5a6,8,788480,475,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,1000,0,on,a5a6,9,1861632,949,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,1000,1,on,a5a6,9,1801216,949,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,1000,2,on,a5a6,9,1804288,949,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,2000,0,on,a5a6,10,3638272,1900,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,2000,1,on,a5a6,10,2808519,1400,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,2000,2,on,a5a6,10,2808519,1404,soft_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,5000,0,on,a5a6,10,8032256,4750,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,5000,1,on,a5a6,10,8020992,4749,hard_time
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,5000,2,on,a5a6,10,8130560,4750,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,10,0,on,b3a4,7,17408,9,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,10,1,on,b3a4,7,17408,9,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,10,2,on,b3a4,7,15360,8,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,25,0,on,b3a4,9,39715,21,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,25,1,on,b3a4,9,39715,21,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,25,2,on,b3a4,9,39715,21,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,50,0,on,b3a4,9,101376,47,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,50,1,on,b3a4,9,98304,47,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,50,2,on,b3a4,9,100352,47,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,100,0,on,b3a4,10,184320,95,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,100,1,on,b3a4,10,184320,95,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,100,2,on,b3a4,10,184320,94,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,250,0,on,b3a4,12,420997,210,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,250,1,on,b3a4,12,420997,212,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,250,2,on,b3a4,12,420997,212,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,500,0,on,b3a4,13,690641,358,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,500,1,on,b3a4,13,690641,359,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,500,2,on,b3a4,13,690641,358,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,1000,0,on,b3a4,14,1649574,855,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,1000,1,on,b3a4,14,1649574,858,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,1000,2,on,b3a4,14,1649574,854,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,2000,0,on,b3a4,15,2804814,1502,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,2000,1,on,b3a4,15,2804814,1490,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,2000,2,on,b3a4,15,2804814,1511,soft_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,5000,0,on,b3a4,16,8765440,4749,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,5000,1,on,b3a4,16,8741888,4749,hard_time
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,5000,2,on,b3a4,16,8780800,4750,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,10,0,on,g3d6,3,12288,8,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,10,1,on,g3d6,3,13312,9,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,10,2,on,g3d6,3,13312,9,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,25,0,on,g3d6,4,21930,19,soft_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,25,1,on,g3d6,4,21930,19,soft_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,25,2,on,g3d6,4,21930,18,soft_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,50,0,on,g3d6,4,82944,48,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,50,1,on,g3d6,4,76800,46,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,50,2,on,g3d6,4,82944,48,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,100,0,on,g3d6,5,148480,96,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,100,1,on,g3d6,5,146432,94,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,100,2,on,g3d6,5,148480,95,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,250,0,on,g3d6,6,420864,236,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,250,1,on,g3d6,6,422912,237,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,250,2,on,g3d6,6,422912,236,hard_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,500,0,on,g3d6,7,728726,377,soft_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,500,1,on,g3d6,7,728726,380,soft_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,500,2,on,g3d6,7,728726,374,soft_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,1000,0,on,g3d6,8,1473169,930,soft_time
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,1000,1,on,g3d6,7,1470464,949,hard_time
