# experiment=depth_vs_time engine=helix-f3270d5 date=20260813-150721
# suite=tests/data/stockfish-bench-all.epd pvs=off nmp=on reps=3 positions=309
fen_id,budget_ms,rep,pvs,nmp,completed_depth,seldepth,nodes,qnodes,researches,null_cutoffs,tt_probes,tt_hits,tt_stores,tt_replaces,tt_hit_rate,time_ms,bestmove,stop_reason
5,25,2,off,on,4,13,30720,20642,0,29,11012,384,1721,0,0.0349,22,f4f3,hard_time
5,50,0,off,on,5,18,66560,43950,0,62,20556,689,3049,1,0.0335,46,f4f3,hard_time
5,50,1,off,on,5,18,66560,43950,0,62,20556,689,3049,1,0.0335,46,f4f3,hard_time
5,50,2,off,on,5,18,67584,44788,0,62,21028,696,3099,1,0.0331,47,f4f3,hard_time
5,100,0,off,on,5,18,155648,98017,0,70,38212,1680,5709,7,0.0440,95,f4f3,hard_time
5,100,1,off,on,5,18,168960,105318,0,91,40676,1977,6232,12,0.0486,96,f4f3,hard_time
5,100,2,off,on,5,18,165888,103556,0,70,39769,1868,6008,10,0.0470,94,f4f3,hard_time
5,250,0,off,on,6,20,359424,237406,0,686,116264,5465,18372,133,0.0470,236,f4f3,hard_time
5,250,1,off,on,6,20,356352,235091,0,684,114363,5323,18066,130,0.0465,237,f4f3,hard_time
5,250,2,off,on,6,20,348160,228924,0,645,109508,5006,17332,111,0.0457,236,f4f3,hard_time
5,500,0,off,on,7,20,672135,427814,0,1286,186939,10381,31557,438,0.0555,405,f4f3,soft_time
5,500,1,off,on,7,20,672135,427814,0,1286,186939,10381,31557,438,0.0555,406,f4f3,soft_time
5,500,2,off,on,7,20,672135,427814,0,1286,186939,10381,31557,438,0.0555,409,f4f3,soft_time
5,1000,0,off,on,7,24,1593344,1016681,0,2639,421847,21317,65343,1667,0.0505,949,f4f3,hard_time
5,1000,1,off,on,7,24,1618944,1030098,0,2639,424846,21863,66160,1704,0.0515,949,f4f3,hard_time
5,1000,2,off,on,7,24,1507328,965047,0,2393,402149,19925,61491,1459,0.0495,950,f4f3,hard_time
6,10,0,off,on,4,14,14549,9497,0,39,3300,162,632,0,0.0491,8,b4b2,soft_time
6,10,1,off,on,4,14,14549,9497,0,39,3300,162,632,0,0.0491,8,b4b2,soft_time
6,10,2,off,on,3,14,14336,9314,0,23,3218,147,631,0,0.0457,8,b4b2,hard_time
6,25,0,off,on,4,14,32768,21866,0,39,10841,694,1992,0,0.0640,23,b4b2,hard_time
6,25,1,off,on,4,14,32768,21866,0,39,10841,694,1992,0,0.0640,22,b4b2,hard_time
6,25,2,off,on,4,14,32768,21866,0,39,10841,694,1992,0,0.0640,23,b4b2,hard_time
6,50,0,off,on,5,19,77824,52213,0,94,21871,1170,3338,1,0.0535,47,b4b2,hard_time
6,50,1,off,on,5,19,75776,50311,0,87,20901,1158,3282,1,0.0554,47,b4b2,hard_time
6,50,2,off,on,5,19,77824,52213,0,94,21871,1170,3338,1,0.0535,47,b4b2,hard_time
6,100,0,off,on,5,19,179200,111498,0,283,38342,2860,6983,9,0.0746,94,b4b2,hard_time
6,100,1,off,on,5,19,174080,107734,0,248,36496,2822,6535,8,0.0773,94,b4b2,hard_time
6,100,2,off,on,5,19,177152,109904,0,267,37467,2835,6794,9,0.0757,95,b4b2,hard_time
6,250,0,off,on,6,19,422912,271418,0,628,90926,5458,14244,59,0.0600,237,b4b2,hard_time
6,250,1,off,on,6,19,418816,268373,0,619,89513,5448,14029,56,0.0609,236,b4b2,hard_time
6,250,2,off,on,6,19,420864,269987,0,625,90297,5453,14128,57,0.0604,236,b4b2,hard_time
6,500,0,off,on,6,19,968704,595586,0,1629,180934,9356,29026,340,0.0517,475,b4b2,hard_time
6,500,1,off,on,6,19,968704,595586,0,1629,180934,9356,29026,340,0.0517,474,b4b2,hard_time
6,500,2,off,on,6,19,975872,599628,0,1633,181958,9370,29242,348,0.0515,475,b4b2,hard_time
6,1000,0,off,on,7,19,2062099,1222183,0,2285,332111,14656,58555,1397,0.0441,942,b4b2,soft_time
6,1000,1,off,on,7,19,2062099,1222183,0,2285,332111,14656,58555,1397,0.0441,948,b4b2,soft_time
6,1000,2,off,on,6,19,1954816,1162307,0,2164,316925,13786,55246,1221,0.0435,949,b4b2,hard_time
7,10,0,off,on,3,15,11264,8137,0,17,3707,113,593,0,0.0305,8,b5d6,hard_time
7,10,1,off,on,3,15,11264,8137,0,17,3707,113,593,0,0.0305,8,b5d6,hard_time
7,10,2,off,on,3,15,11264,8137,0,17,3707,113,593,0,0.0305,8,b5d6,hard_time
7,25,0,off,on,4,15,33792,21675,0,23,8738,430,1634,0,0.0492,23,f4g3,hard_time
7,25,1,off,on,4,15,35840,22845,0,23,8958,463,1686,0,0.0517,23,f4g3,hard_time
7,25,2,off,on,4,15,35840,22845,0,23,8958,463,1686,0,0.0517,22,f4g3,hard_time
7,50,0,off,on,5,15,85541,49824,0,44,13875,979,2945,0,0.0706,45,f4g3,soft_time
7,50,1,off,on,4,15,84992,49519,0,42,13801,973,2930,0,0.0705,47,f4g3,hard_time
7,50,2,off,on,5,15,85541,49824,0,44,13875,979,2945,0,0.0706,46,f4g3,soft_time
7,100,0,off,on,5,16,142336,91558,0,202,34977,1920,6512,6,0.0549,94,f4g3,hard_time
7,100,1,off,on,5,16,143360,92315,0,202,35315,1926,6604,9,0.0545,94,f4g3,hard_time
7,100,2,off,on,5,16,142336,91558,0,202,34977,1920,6512,6,0.0549,94,f4g3,hard_time
7,250,0,off,on,6,18,442368,265762,0,1249,86172,7843,20226,145,0.0910,236,f4e5,hard_time
7,250,1,off,on,6,18,442368,265762,0,1249,86172,7843,20226,145,0.0910,236,f4e5,hard_time
7,250,2,off,on,6,18,406528,247121,0,1218,83559,7351,19334,136,0.0880,236,f4e5,hard_time
7,500,0,off,on,7,20,848164,485773,0,1726,137603,13112,33798,398,0.0953,413,f4g3,soft_time
