# experiment=pvs_sweep engine=helix-f3270d5 date=20260808-073948
# suite=tests/data/stockfish-bench-all.epd budget_ms=1000 reps=3 min_depth=1..6 scout_after=1..5 positions=309
fen_id,fen,min_depth,scout_after,rep,completed_depth,seldepth,nodes,qnodes,researches,tt_probes,tt_hits,tt_hit_rate,time_ms,bestmove
246,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 7 44,4,1,0,7,18,1722368,974803,8,389546,48093,0.1235,950,b7c7
246,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 7 44,4,1,1,7,18,1736704,984998,8,397264,48534,0.1222,949,b7c7
246,1r2q1k1/1R1n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 7 44,4,1,2,7,18,1727488,978503,8,392622,48218,0.1228,950,b7c7
247,1rq3k1/R2n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 9 45,4,1,0,7,19,1839104,1028189,7,352367,36844,0.1046,950,a1e1
247,1rq3k1/R2n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 9 45,4,1,1,7,19,1838080,1027410,7,351841,36830,0.1047,949,a1e1
247,1rq3k1/R2n2p1/3rpp1p/1p6/1P2P3/5N1P/Q4PP1/R5K1 w - - 9 45,4,1,2,7,19,1831936,1023218,7,349825,36804,0.1052,949,a1e1
248,2q3k1/Rr1n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 11 46,4,1,0,8,20,1675264,928583,8,398180,61411,0.1542,949,a7b7
248,2q3k1/Rr1n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 11 46,4,1,1,8,20,1685504,933641,8,398890,61640,0.1545,950,a7b7
248,2q3k1/Rr1n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 11 46,4,1,2,8,20,1698816,940370,8,400441,62166,0.1552,950,a7b7
249,Rrq3k1/3n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 13 47,4,1,0,8,20,1620992,924259,19,434887,62681,0.1441,949,a8b8
249,Rrq3k1/3n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 13 47,4,1,1,8,20,1609728,918526,19,433511,62418,0.1440,950,a8b8
249,Rrq3k1/3n2p1/3rpp1p/1p6/1P2P3/5N1P/4QPP1/R5K1 w - - 13 47,4,1,2,8,20,1624064,925848,19,435247,62734,0.1441,949,a8b8
250,rn1qkb1r/1pp2ppp/p4p2/3p1b2/5P2/1P2PN2/P1PP2PP/RN1QKB1R b KQkq - 1 6,4,1,0,7,21,1458176,840165,14,316292,37078,0.1172,950,b8c6
250,rn1qkb1r/1pp2ppp/p4p2/3p1b2/5P2/1P2PN2/P1PP2PP/RN1QKB1R b KQkq - 1 6,4,1,1,7,21,1454080,836790,14,314192,36785,0.1171,949,b8c6
250,rn1qkb1r/1pp2ppp/p4p2/3p1b2/5P2/1P2PN2/P1PP2PP/RN1QKB1R b KQkq - 1 6,4,1,2,7,21,1452032,835351,14,313048,36445,0.1164,950,b8c6
251,r2qkb1r/1pp2ppp/p1n2p2/3p1b2/3P1P2/1P2PN2/P1P3PP/RN1QKB1R b KQkq - 0 7,4,1,0,7,22,1185792,760905,15,348337,23894,0.0686,949,c6b4
251,r2qkb1r/1pp2ppp/p1n2p2/3p1b2/3P1P2/1P2PN2/P1P3PP/RN1QKB1R b KQkq - 0 7,4,1,1,7,22,1181696,757669,15,346472,23852,0.0688,956,c6b4
251,r2qkb1r/1pp2ppp/p1n2p2/3p1b2/3P1P2/1P2PN2/P1P3PP/RN1QKB1R b KQkq - 0 7,4,1,2,7,22,1183744,759200,15,347343,23867,0.0687,950,c6b4
252,r2qkb1r/1pp2ppp/p4p2/3p1b2/1n1P1P2/1P1BPN2/P1P3PP/RN1QK2R b KQkq - 2 8,4,1,0,9,21,1645491,904525,0,265215,29388,0.1108,907,b4d3
252,r2qkb1r/1pp2ppp/p4p2/3p1b2/1n1P1P2/1P1BPN2/P1P3PP/RN1QK2R b KQkq - 2 8,4,1,1,9,21,1645491,904525,0,265215,29388,0.1108,902,b4d3
252,r2qkb1r/1pp2ppp/p4p2/3p1b2/1n1P1P2/1P1BPN2/P1P3PP/RN1QK2R b KQkq - 2 8,4,1,2,9,21,1645491,904525,0,265215,29388,0.1108,911,b4d3
253,r2qkb1r/1pp2ppp/p4p2/3p1b2/3P1P2/1P1PPN2/P5PP/RN1QK2R b KQkq - 0 9,4,1,0,8,20,1670144,900936,2,307523,38143,0.1240,949,f8b4
253,r2qkb1r/1pp2ppp/p4p2/3p1b2/3P1P2/1P1PPN2/P5PP/RN1QK2R b KQkq - 0 9,4,1,1,8,20,1660928,896418,2,306877,37874,0.1234,950,f8b4
253,r2qkb1r/1pp2ppp/p4p2/3p1b2/3P1P2/1P1PPN2/P5PP/RN1QK2R b KQkq - 0 9,4,1,2,8,20,1677312,904575,2,308220,38276,0.1242,951,f8b4
254,r2qk2r/1pp2ppp/p2b1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2QK2R b KQkq - 2 10,4,1,0,7,23,1421312,823571,15,318113,29336,0.0922,949,d6b4
254,r2qk2r/1pp2ppp/p2b1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2QK2R b KQkq - 2 10,4,1,1,7,23,1429504,828590,15,320982,29938,0.0933,950,d6b4
254,r2qk2r/1pp2ppp/p2b1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2QK2R b KQkq - 2 10,4,1,2,7,23,1423360,824874,15,319079,29559,0.0926,949,d6b4
255,r2qk2r/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2Q1RK1 b kq - 1 11,4,1,0,6,21,1421312,871095,14,396229,33749,0.0852,949,e8g8
255,r2qk2r/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2Q1RK1 b kq - 1 11,4,1,1,6,21,1410048,864518,14,394270,33735,0.0856,949,e8g8
255,r2qk2r/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P5PP/R2Q1RK1 b kq - 1 11,4,1,2,6,21,1425408,873852,14,397337,33760,0.0850,949,e8g8
256,r2q1rk1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P2Q2PP/R4RK1 b - - 3 12,4,1,0,6,22,1634304,995450,13,392975,28684,0.0730,949,f8e8
256,r2q1rk1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P2Q2PP/R4RK1 b - - 3 12,4,1,1,6,22,1639424,998781,13,395457,29051,0.0735,949,f8e8
256,r2q1rk1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1PNPPN2/P2Q2PP/R4RK1 b - - 3 12,4,1,2,6,22,1634304,995450,13,392975,28684,0.0730,950,f8e8
257,r2qr1k1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1P1PPN2/P2QN1PP/R4RK1 b - - 5 13,4,1,0,6,22,1647616,1032729,9,376068,31565,0.0839,949,f5g6
257,r2qr1k1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1P1PPN2/P2QN1PP/R4RK1 b - - 5 13,4,1,1,6,22,1658880,1039229,9,377675,31714,0.0840,950,f5g6
257,r2qr1k1/1p3ppp/p1pb1p2/3p1b2/3P1P2/1P1PPN2/P2QN1PP/R4RK1 b - - 5 13,4,1,2,6,22,1650688,1034421,9,376473,31627,0.0840,950,f5g6
258,r3r1k1/1p3ppp/pqpb1p2/3p1b2/3P1P2/1P1PPNN1/P2Q2PP/R4RK1 b - - 7 14,4,1,0,7,23,1612800,1053086,15,382597,37222,0.0973,951,f5e6
258,r3r1k1/1p3ppp/pqpb1p2/3p1b2/3P1P2/1P1PPNN1/P2Q2PP/R4RK1 b - - 7 14,4,1,1,7,23,1626112,1060826,15,384748,37456,0.0974,950,f5e6
258,r3r1k1/1p3ppp/pqpb1p2/3p1b2/3P1P2/1P1PPNN1/P2Q2PP/R4RK1 b - - 7 14,4,1,2,7,23,1601536,1046156,14,380372,36994,0.0973,949,f5e6
259,r3r1k1/1p3ppp/pqp2p2/3p1b2/1b1P1P2/1P1PPNN1/P1Q3PP/R4RK1 b - - 9 15,4,1,0,7,26,1735680,1067067,6,346441,31822,0.0919,951,f5d7
259,r3r1k1/1p3ppp/pqp2p2/3p1b2/1b1P1P2/1P1PPNN1/P1Q3PP/R4RK1 b - - 9 15,4,1,1,7,26,1729536,1064077,6,346137,31689,0.0916,949,f5d7
259,r3r1k1/1p3ppp/pqp2p2/3p1b2/1b1P1P2/1P1PPNN1/P1Q3PP/R4RK1 b - - 9 15,4,1,2,7,26,1735680,1067067,6,346441,31822,0.0919,950,f5d7
260,r3r1k1/1p1b1ppp/pqp2p2/3p4/1b1P1P2/1P1PPNN1/P4QPP/R4RK1 b - - 11 16,4,1,0,7,23,1648640,1042115,16,359178,26347,0.0734,949,a8d8
260,r3r1k1/1p1b1ppp/pqp2p2/3p4/1b1P1P2/1P1PPNN1/P4QPP/R4RK1 b - - 11 16,4,1,1,7,23,1648640,1042115,16,359178,26347,0.0734,950,a8d8
260,r3r1k1/1p1b1ppp/pqp2p2/3p4/1b1P1P2/1P1PPNN1/P4QPP/R4RK1 b - - 11 16,4,1,2,7,23,1639424,1034602,16,355321,25916,0.0729,950,a8d8
261,2r1r1k1/1p1b1ppp/pqp2p2/3p4/1b1PPP2/1P1P1NN1/P4QPP/R4RK1 b - - 0 17,4,1,0,7,20,1262847,806940,7,264116,18316,0.0693,714,d7g4
261,2r1r1k1/1p1b1ppp/pqp2p2/3p4/1b1PPP2/1P1P1NN1/P4QPP/R4RK1 b - - 0 17,4,1,1,7,20,1262847,806940,7,264116,18316,0.0693,705,d7g4
261,2r1r1k1/1p1b1ppp/pqp2p2/3p4/1b1PPP2/1P1P1NN1/P4QPP/R4RK1 b - - 0 17,4,1,2,7,20,1262847,806940,7,264116,18316,0.0693,703,d7g4
262,2r1r1k1/1p1b1ppp/pq3p2/2pp4/1b1PPP2/PP1P1NN1/5QPP/R4RK1 b - - 0 18,4,1,0,8,22,1256803,870668,0,333616,26080,0.0782,794,b4c3
262,2r1r1k1/1p1b1ppp/pq3p2/2pp4/1b1PPP2/PP1P1NN1/5QPP/R4RK1 b - - 0 18,4,1,1,8,22,1256803,870668,0,333616,26080,0.0782,807,b4c3
262,2r1r1k1/1p1b1ppp/pq3p2/2pp4/1b1PPP2/PP1P1NN1/5QPP/R4RK1 b - - 0 18,4,1,2,8,22,1256803,870668,0,333616,26080,0.0782,798,b4c3
263,2r1r1k1/1p1b1ppp/pq3p2/2Pp4/4PP2/PPbP1NN1/5QPP/R4RK1 b - - 0 19,4,1,0,7,24,1789952,1089412,1,326788,37136,0.1136,949,b6b3
263,2r1r1k1/1p1b1ppp/pq3p2/2Pp4/4PP2/PPbP1NN1/5QPP/R4RK1 b - - 0 19,4,1,1,7,24,1796096,1092543,1,327422,37272,0.1138,949,b6b3
263,2r1r1k1/1p1b1ppp/pq3p2/2Pp4/4PP2/PPbP1NN1/5QPP/R4RK1 b - - 0 19,4,1,2,7,24,1795072,1091929,1,327129,37253,0.1139,950,b6b3
264,2r1r1k1/1p1b1ppp/p4p2/2Pp4/4PP2/PqbP1NN1/5QPP/RR4K1 b - - 1 20,4,1,0,7,24,1463296,1005265,3,388389,33125,0.0853,949,b3a4
264,2r1r1k1/1p1b1ppp/p4p2/2Pp4/4PP2/PqbP1NN1/5QPP/RR4K1 b - - 1 20,4,1,1,7,24,1464320,1005997,3,388766,33234,0.0855,950,b3a4
264,2r1r1k1/1p1b1ppp/p4p2/2Pp4/4PP2/PqbP1NN1/5QPP/RR4K1 b - - 1 20,4,1,2,7,24,1494016,1023726,3,396926,35785,0.0902,949,b3a4
265,2r1r1k1/1p1b1ppp/p4p2/2Pp4/q3PP2/P1bP1NN1/R4QPP/1R4K1 b - - 3 21,4,1,0,6,22,1409024,1009553,8,400139,23083,0.0577,950,d7c6
265,2r1r1k1/1p1b1ppp/p4p2/2Pp4/q3PP2/P1bP1NN1/R4QPP/1R4K1 b - - 3 21,4,1,1,6,22,1411072,1011332,8,400939,23083,0.0576,950,d7c6
265,2r1r1k1/1p1b1ppp/p4p2/2Pp4/q3PP2/P1bP1NN1/R4QPP/1R4K1 b - - 3 21,4,1,2,6,22,1427456,1023406,8,405190,23137,0.0571,949,d7c6
266,2r1r1k1/1p3ppp/p4p2/1bPP4/q4P2/P1bP1NN1/R4QPP/1R4K1 b - - 0 22,4,1,0,7,20,1975296,1137779,21,297324,32315,0.1087,950,b5d3
266,2r1r1k1/1p3ppp/p4p2/1bPP4/q4P2/P1bP1NN1/R4QPP/1R4K1 b - - 0 22,4,1,1,7,20,1969152,1133426,21,295587,32308,0.1093,949,b5d3
266,2r1r1k1/1p3ppp/p4p2/1bPP4/q4P2/P1bP1NN1/R4QPP/1R4K1 b - - 0 22,4,1,2,7,20,1966080,1131328,21,294856,32307,0.1096,950,b5d3
267,2r1r1k1/1p3ppp/p4p2/2PP4/q4P2/P1bb1NN1/R4QPP/2R3K1 b - - 1 23,4,1,0,7,19,1609167,916424,11,245291,24237,0.0988,773,a4c4
267,2r1r1k1/1p3ppp/p4p2/2PP4/q4P2/P1bb1NN1/R4QPP/2R3K1 b - - 1 23,4,1,1,7,19,1609167,916424,11,245291,24237,0.0988,785,a4c4
267,2r1r1k1/1p3ppp/p4p2/2PP4/q4P2/P1bb1NN1/R4QPP/2R3K1 b - - 1 23,4,1,2,7,19,1609167,916424,11,245291,24237,0.0988,772,a4c4
268,2r1r1k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R3K1 b - - 0 24,4,1,0,6,19,1875968,1095847,8,306940,21992,0.0716,950,c8c5
268,2r1r1k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R3K1 b - - 0 24,4,1,1,6,19,1875968,1095847,8,306940,21992,0.0716,949,c8c5
268,2r1r1k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R3K1 b - - 0 24,4,1,2,6,19,1942528,1133615,8,315421,22490,0.0713,950,c8c5
269,2rr2k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R4K b - - 2 25,4,1,0,7,19,1540528,920536,3,285313,19651,0.0689,791,c8c5
269,2rr2k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R4K b - - 2 25,4,1,1,7,19,1540528,920536,3,285313,19651,0.0689,789,c8c5
269,2rr2k1/1p3ppp/p2P1p2/2P5/2q2P2/P1bb1NN1/R4QPP/2R4K b - - 2 25,4,1,2,7,19,1540528,920536,3,285313,19651,0.0689,780,c8c5
270,2rr2k1/1p3ppp/p2P1p2/2Q5/5P2/P1bb1NN1/R5PP/2R4K b - - 0 26,4,1,0,9,21,2147768,1120641,5,313343,58813,0.1877,917,c8c5
270,2rr2k1/1p3ppp/p2P1p2/2Q5/5P2/P1bb1NN1/R5PP/2R4K b - - 0 26,4,1,1,9,21,2147768,1120641,5,313343,58813,0.1877,930,c8c5
270,2rr2k1/1p3ppp/p2P1p2/2Q5/5P2/P1bb1NN1/R5PP/2R4K b - - 0 26,4,1,2,9,21,2147768,1120641,5,313343,58813,0.1877,919,c8c5
271,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1bb1N2/R3N1PP/2R4K b - - 1 27,4,1,0,8,17,1978368,1045350,6,377743,74665,0.1977,949,d3e2
271,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1bb1N2/R3N1PP/2R4K b - - 1 27,4,1,1,8,17,1988608,1050461,6,378702,74865,0.1977,951,d3e2
271,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1bb1N2/R3N1PP/2R4K b - - 1 27,4,1,2,8,17,2012160,1062538,6,381407,75304,0.1974,949,d3e2
272,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1b2N2/4R1PP/2R4K b - - 0 28,4,1,0,8,16,1638583,897917,4,430973,70042,0.1625,945,c3b4
272,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1b2N2/4R1PP/2R4K b - - 0 28,4,1,1,8,16,1638583,897917,4,430973,70042,0.1625,940,c3b4
272,3r2k1/1p3ppp/p2P1p2/2r5/5P2/P1b2N2/4R1PP/2R4K b - - 0 28,4,1,2,8,16,1638583,897917,4,430973,70042,0.1625,948,c3b4
273,3r2k1/1p3ppp/p2P1p2/2r5/1b3P2/P4N2/4R1PP/3R3K b - - 2 29,4,1,0,8,16,1510028,813167,16,340704,43821,0.1286,824,b4a5
273,3r2k1/1p3ppp/p2P1p2/2r5/1b3P2/P4N2/4R1PP/3R3K b - - 2 29,4,1,1,8,16,1510028,813167,16,340704,43821,0.1286,829,b4a5
273,3r2k1/1p3ppp/p2P1p2/2r5/1b3P2/P4N2/4R1PP/3R3K b - - 2 29,4,1,2,8,16,1510028,813167,16,340704,43821,0.1286,823,b4a5
274,3r2k1/1p2Rppp/p2P1p2/b1r5/5P2/P4N2/6PP/3R3K b - - 4 30,4,1,0,8,17,1445027,784999,4,310120,42445,0.1369,762,g8f8
274,3r2k1/1p2Rppp/p2P1p2/b1r5/5P2/P4N2/6PP/3R3K b - - 4 30,4,1,1,8,17,1445027,784999,4,310120,42445,0.1369,765,g8f8
274,3r2k1/1p2Rppp/p2P1p2/b1r5/5P2/P4N2/6PP/3R3K b - - 4 30,4,1,2,8,17,1445027,784999,4,310120,42445,0.1369,764,g8f8
275,3r2k1/1R3ppp/p1rP1p2/b7/5P2/P4N2/6PP/3R3K b - - 0 31,4,1,0,9,17,1816576,923973,25,384703,57292,0.1489,949,c6d6
275,3r2k1/1R3ppp/p1rP1p2/b7/5P2/P4N2/6PP/3R3K b - - 0 31,4,1,1,9,17,1811456,921033,25,382179,56697,0.1484,950,c6d6
275,3r2k1/1R3ppp/p1rP1p2/b7/5P2/P4N2/6PP/3R3K b - - 0 31,4,1,2,9,17,1792000,910655,25,375246,55292,0.1473,949,c6d6
276,3r2k1/1R3ppp/p2R1p2/b7/5P2/P4N2/6PP/7K b - - 0 32,4,1,0,10,19,1368300,669572,22,321382,50623,0.1575,784,d8d6
276,3r2k1/1R3ppp/p2R1p2/b7/5P2/P4N2/6PP/7K b - - 0 32,4,1,1,10,19,1368300,669572,22,321382,50623,0.1575,781,d8d6
276,3r2k1/1R3ppp/p2R1p2/b7/5P2/P4N2/6PP/7K b - - 0 32,4,1,2,10,19,1368300,669572,22,321382,50623,0.1575,782,d8d6
277,6k1/1R3ppp/p2r1p2/b7/5P2/P4NP1/7P/7K b - - 0 33,4,1,0,9,16,1549701,768969,20,331436,65301,0.1970,832,g7g6
277,6k1/1R3ppp/p2r1p2/b7/5P2/P4NP1/7P/7K b - - 0 33,4,1,1,9,16,1549701,768969,20,331436,65301,0.1970,840,g7g6
277,6k1/1R3ppp/p2r1p2/b7/5P2/P4NP1/7P/7K b - - 0 33,4,1,2,9,16,1549701,768969,20,331436,65301,0.1970,837,g7g6
278,6k1/1R3p1p/p2r1pp1/b7/5P1P/P4NP1/8/7K b - - 0 34,4,1,0,10,19,1620992,808043,39,437465,103716,0.2371,949,d6d3
278,6k1/1R3p1p/p2r1pp1/b7/5P1P/P4NP1/8/7K b - - 0 34,4,1,1,10,19,1617920,806539,39,437017,103664,0.2372,951,d6d3
278,6k1/1R3p1p/p2r1pp1/b7/5P1P/P4NP1/8/7K b - - 0 34,4,1,2,10,19,1607680,801626,39,436003,103531,0.2375,950,d6d3
279,6k1/3R1p1p/pr3pp1/b7/5P1P/P4NP1/8/7K b - - 2 35,4,1,0,10,19,1705984,858096,8,440073,94779,0.2154,950,b6b3
279,6k1/3R1p1p/pr3pp1/b7/5P1P/P4NP1/8/7K b - - 2 35,4,1,1,10,19,1691648,851548,8,436031,93037,0.2134,949,b6b3
279,6k1/3R1p1p/pr3pp1/b7/5P1P/P4NP1/8/7K b - - 2 35,4,1,2,10,19,1711104,860930,8,442027,95185,0.2153,950,b6b3
280,6k1/5p2/pr3pp1/b2R3p/5P1P/P4NP1/8/7K b - - 1 36,4,1,0,9,20,1684480,851982,24,414591,82095,0.1980,950,b6b1
280,6k1/5p2/pr3pp1/b2R3p/5P1P/P4NP1/8/7K b - - 1 36,4,1,1,9,20,1685504,852644,24,415010,82114,0.1979,949,b6b1
280,6k1/5p2/pr3pp1/b2R3p/5P1P/P4NP1/8/7K b - - 1 36,4,1,2,9,20,1691648,856205,24,416595,82140,0.1972,950,b6b1
281,6k1/5p2/pr3pp1/7p/5P1P/P1bR1NP1/8/7K b - - 3 37,4,1,0,9,20,1635328,827006,32,424443,77853,0.1834,949,b6b1
281,6k1/5p2/pr3pp1/7p/5P1P/P1bR1NP1/8/7K b - - 3 37,4,1,1,9,20,1633280,825905,32,423972,77811,0.1835,949,b6b1
281,6k1/5p2/pr3pp1/7p/5P1P/P1bR1NP1/8/7K b - - 3 37,4,1,2,9,20,1643520,831645,32,426419,78046,0.1830,949,b6b1
282,6k1/5p2/p1r2pp1/7p/5P1P/P1bR1NP1/6K1/8 b - - 5 38,4,1,0,9,18,1465609,740637,11,379857,67058,0.1765,810,g8g7
282,6k1/5p2/p1r2pp1/7p/5P1P/P1bR1NP1/6K1/8 b - - 5 38,4,1,1,9,18,1465609,740637,11,379857,67058,0.1765,812,g8g7
282,6k1/5p2/p1r2pp1/7p/5P1P/P1bR1NP1/6K1/8 b - - 5 38,4,1,2,9,18,1465609,740637,11,379857,67058,0.1765,813,g8g7
283,6k1/5p2/p1r2pp1/b2R3p/5P1P/P4NP1/6K1/8 b - - 7 39,4,1,0,9,20,1761280,899727,20,405584,56579,0.1395,950,c6c2
283,6k1/5p2/p1r2pp1/b2R3p/5P1P/P4NP1/6K1/8 b - - 7 39,4,1,1,9,20,1761280,899727,20,405584,56579,0.1395,949,c6c2
283,6k1/5p2/p1r2pp1/b2R3p/5P1P/P4NP1/6K1/8 b - - 7 39,4,1,2,9,20,1750016,893563,20,402916,56391,0.1400,949,c6c2
284,6k1/5p2/p4pp1/b2R3p/5P1P/P4NPK/2r5/8 b - - 9 40,4,1,0,9,18,1497512,774011,36,397494,73481,0.1849,838,a5c7
284,6k1/5p2/p4pp1/b2R3p/5P1P/P4NPK/2r5/8 b - - 9 40,4,1,1,9,18,1497512,774011,36,397494,73481,0.1849,832,a5c7
284,6k1/5p2/p4pp1/b2R3p/5P1P/P4NPK/2r5/8 b - - 9 40,4,1,2,9,18,1497512,774011,36,397494,73481,0.1849,843,a5c7
285,6k1/2b2p2/p4pp1/7p/5P1P/P2R1NPK/2r5/8 b - - 11 41,4,1,0,8,19,1567744,835860,17,464529,55954,0.1205,950,g8f8
285,6k1/2b2p2/p4pp1/7p/5P1P/P2R1NPK/2r5/8 b - - 11 41,4,1,1,8,19,1552384,828009,17,460661,55458,0.1204,949,g8f8
285,6k1/2b2p2/p4pp1/7p/5P1P/P2R1NPK/2r5/8 b - - 11 41,4,1,2,8,19,1556480,830036,17,461395,55572,0.1204,949,g8f8
286,6k1/2b2p2/5pp1/p6p/3N1P1P/P2R2PK/2r5/8 b - - 1 42,4,1,0,9,20,1686528,872018,18,431442,85870,0.1990,949,c2b2
286,6k1/2b2p2/5pp1/p6p/3N1P1P/P2R2PK/2r5/8 b - - 1 42,4,1,1,9,20,1693696,875884,18,434404,86173,0.1984,949,c2b2
286,6k1/2b2p2/5pp1/p6p/3N1P1P/P2R2PK/2r5/8 b - - 1 42,4,1,2,9,20,1686528,872018,18,431442,85870,0.1990,950,c2b2
287,6k1/2b2p2/5pp1/p6p/3N1P1P/P1R3PK/r7/8 b - - 3 43,4,1,0,10,20,1318042,679755,64,363842,80354,0.2208,774,c7b6
287,6k1/2b2p2/5pp1/p6p/3N1P1P/P1R3PK/r7/8 b - - 3 43,4,1,1,10,20,1318042,679755,64,363842,80354,0.2208,769,c7b6
287,6k1/2b2p2/5pp1/p6p/3N1P1P/P1R3PK/r7/8 b - - 3 43,4,1,2,10,20,1318042,679755,64,363842,80354,0.2208,780,c7b6
288,6k1/5p2/1b3pp1/p6p/5P1P/P1R3PK/r1N5/8 b - - 5 44,4,1,0,10,18,1227687,638211,28,363281,82548,0.2272,741,g8g7
288,6k1/5p2/1b3pp1/p6p/5P1P/P1R3PK/r1N5/8 b - - 5 44,4,1,1,10,18,1227687,638211,28,363281,82548,0.2272,747,g8g7
288,6k1/5p2/1b3pp1/p6p/5P1P/P1R3PK/r1N5/8 b - - 5 44,4,1,2,10,18,1227687,638211,28,363281,82548,0.2272,730,g8g7
289,8/5pk1/1bR2pp1/p6p/5P1P/P5PK/r1N5/8 b - - 7 45,4,1,0,10,21,1532928,820394,25,502432,108804,0.2166,949,b6d8
289,8/5pk1/1bR2pp1/p6p/5P1P/P5PK/r1N5/8 b - - 7 45,4,1,1,10,21,1512448,810572,25,493473,105865,0.2145,950,b6d8
289,8/5pk1/1bR2pp1/p6p/5P1P/P5PK/r1N5/8 b - - 7 45,4,1,2,10,21,1522688,815449,25,497911,107136,0.2152,949,b6d8
290,3b4/5pk1/2R2pp1/p4P1p/7P/P5PK/r1N5/8 b - - 0 46,4,1,0,11,19,1548983,795789,32,427405,90881,0.2126,915,g6f5
290,3b4/5pk1/2R2pp1/p4P1p/7P/P5PK/r1N5/8 b - - 0 46,4,1,1,11,19,1548983,795789,32,427405,90881,0.2126,912,g6f5
290,3b4/5pk1/2R2pp1/p4P1p/7P/P5PK/r1N5/8 b - - 0 46,4,1,2,11,19,1548983,795789,32,427405,90881,0.2126,920,g6f5
291,8/4bpk1/2R2pp1/p4P1p/6PP/P6K/r1N5/8 b - - 0 47,4,1,0,10,18,1715200,893167,67,410818,83837,0.2041,950,e7a3
291,8/4bpk1/2R2pp1/p4P1p/6PP/P6K/r1N5/8 b - - 0 47,4,1,1,10,18,1672192,872665,67,406347,80991,0.1993,950,e7a3
291,8/4bpk1/2R2pp1/p4P1p/6PP/P6K/r1N5/8 b - - 0 47,4,1,2,10,18,1685504,879089,67,407755,81917,0.2009,949,e7a3
292,8/5pk1/2R2pP1/p6p/6PP/b6K/r1N5/8 b - - 0 48,4,1,0,10,18,1539072,763160,15,420098,93562,0.2227,950,g7g6
292,8/5pk1/2R2pP1/p6p/6PP/b6K/r1N5/8 b - - 0 48,4,1,1,10,18,1540096,763693,15,420762,93744,0.2228,950,g7g6
292,8/5pk1/2R2pP1/p6p/6PP/b6K/r1N5/8 b - - 0 48,4,1,2,10,18,1553408,770699,15,428306,96003,0.2241,951,g7g6
293,8/6k1/2R2pp1/p6P/7P/b6K/r1N5/8 b - - 0 49,4,1,0,10,17,1595392,735767,16,496678,160618,0.3234,951,g6h5
293,8/6k1/2R2pp1/p6P/7P/b6K/r1N5/8 b - - 0 49,4,1,1,10,17,1582080,729504,16,493488,159993,0.3242,949,g6h5
293,8/6k1/2R2pp1/p6P/7P/b6K/r1N5/8 b - - 0 49,4,1,2,10,17,1584128,730473,16,493886,160043,0.3240,950,g6h5
294,8/6k1/2R2p2/p6p/7P/b5K1/r1N5/8 b - - 1 50,4,1,0,10,17,1689600,801912,18,434827,133663,0.3074,951,a3b2
294,8/6k1/2R2p2/p6p/7P/b5K1/r1N5/8 b - - 1 50,4,1,1,10,17,1679360,796987,18,431097,132632,0.3077,950,a3b2
294,8/6k1/2R2p2/p6p/7P/b5K1/r1N5/8 b - - 1 50,4,1,2,10,17,1689600,801912,18,434827,133663,0.3074,951,a3b2
295,8/8/2R2pk1/p6p/7P/b4K2/r1N5/8 b - - 3 51,4,1,0,10,15,1324455,632801,16,314429,90649,0.2883,717,a5a4
