# experiment=pvs_sweep engine=helix-f3270d5 date=20260808-073948
# suite=tests/data/stockfish-bench-all.epd budget_ms=1000 reps=3 min_depth=1..6 scout_after=1..5 positions=309
fen_id,fen,min_depth,scout_after,rep,completed_depth,seldepth,nodes,qnodes,researches,tt_probes,tt_hits,tt_hit_rate,time_ms,bestmove
297,2R5/8/5pk1/7p/p6P/4NK2/rb6/8 b - - 1 53,2,4,2,10,15,1253901,599951,92,276793,61485,0.2221,706,a4a3
298,6R1/8/5pk1/7p/p6P/4NK2/1b6/r7 b - - 3 54,2,4,0,10,16,1582080,786823,201,431161,89355,0.2072,949,g6f7
298,6R1/8/5pk1/7p/p6P/4NK2/1b6/r7 b - - 3 54,2,4,1,10,16,1579008,785309,200,430499,89064,0.2069,950,g6f7
298,6R1/8/5pk1/7p/p6P/4NK2/1b6/r7 b - - 3 54,2,4,2,10,16,1585152,788233,201,431530,89661,0.2078,949,g6f7
299,R7/5k2/5p2/7p/p6P/4NK2/1b6/r7 b - - 5 55,2,4,0,9,15,1562624,773487,199,441548,83641,0.1894,950,a4a3
299,R7/5k2/5p2/7p/p6P/4NK2/1b6/r7 b - - 5 55,2,4,1,9,15,1537024,760771,199,437599,82870,0.1894,950,a4a3
299,R7/5k2/5p2/7p/p6P/4NK2/1b6/r7 b - - 5 55,2,4,2,9,15,1547264,766065,199,440190,83149,0.1889,949,a4a3
300,R7/5k2/5p2/7p/7P/p3N3/1b2K3/r7 b - - 1 56,2,4,0,8,15,1520640,766758,290,468763,99452,0.2122,949,f7g6
300,R7/5k2/5p2/7p/7P/p3N3/1b2K3/r7 b - - 1 56,2,4,1,8,15,1507328,760122,290,465493,98446,0.2115,950,f7g6
300,R7/5k2/5p2/7p/7P/p3N3/1b2K3/r7 b - - 1 56,2,4,2,8,15,1505280,759059,290,464736,98075,0.2110,949,f7g6
301,8/R4k2/5p2/7p/7P/p3N3/1b2K3/7r b - - 3 57,2,4,0,9,15,1589248,786356,267,400532,68930,0.1721,950,f7g6
301,8/R4k2/5p2/7p/7P/p3N3/1b2K3/7r b - - 3 57,2,4,1,9,15,1583104,783489,267,399718,68686,0.1718,949,f7g6
301,8/R4k2/5p2/7p/7P/p3N3/1b2K3/7r b - - 3 57,2,4,2,9,15,1622016,802164,288,407595,70164,0.1721,950,f7g6
302,8/8/5pk1/7p/R6P/p3N3/1b2K3/7r b - - 5 58,2,4,0,9,16,1501184,752117,157,439678,69631,0.1584,949,h1h2
302,8/8/5pk1/7p/R6P/p3N3/1b2K3/7r b - - 5 58,2,4,1,9,16,1495040,748953,157,436651,69284,0.1587,950,h1h2
302,8/8/5pk1/7p/R6P/p3N3/1b2K3/7r b - - 5 58,2,4,2,9,16,1495040,748953,157,436651,69284,0.1587,950,h1h2
303,8/8/5pk1/7p/R6P/p7/4K3/2bN3r b - - 7 59,2,4,0,10,15,1234851,600789,47,383676,82513,0.2151,778,h1h3
303,8/8/5pk1/7p/R6P/p7/4K3/2bN3r b - - 7 59,2,4,1,10,15,1234851,600789,47,383676,82513,0.2151,775,h1h3
303,8/8/5pk1/7p/R6P/p7/4K3/2bN3r b - - 7 59,2,4,2,10,15,1234851,600789,47,383676,82513,0.2151,782,h1h3
304,8/8/5pk1/7p/R6P/p7/4KN1r/2b5 b - - 9 60,2,4,0,9,15,1638400,790753,198,432119,110254,0.2551,949,f6f5
304,8/8/5pk1/7p/R6P/p7/4KN1r/2b5 b - - 9 60,2,4,1,9,15,1618944,781635,198,430100,108704,0.2527,949,f6f5
304,8/8/5pk1/7p/R6P/p7/4KN1r/2b5 b - - 9 60,2,4,2,9,15,1637376,790262,198,432003,110183,0.2551,950,f6f5
305,8/8/5pk1/7p/R6P/p3K3/1b3N1r/8 b - - 11 61,2,4,0,9,15,1503232,740376,189,411468,95288,0.2316,950,b2c1
305,8/8/5pk1/7p/R6P/p3K3/1b3N1r/8 b - - 11 61,2,4,1,9,15,1522688,750422,189,416781,95839,0.2300,949,b2c1
305,8/8/5pk1/7p/R6P/p3K3/1b3N1r/8 b - - 11 61,2,4,2,9,15,1509376,743696,189,413306,95443,0.2309,949,b2c1
306,8/8/R4pk1/7p/7P/p1b1K3/5N1r/8 b - - 13 62,2,4,0,10,17,1661952,813547,77,439216,117857,0.2683,950,c3b2
306,8/8/R4pk1/7p/7P/p1b1K3/5N1r/8 b - - 13 62,2,4,1,10,17,1654784,810090,77,438681,117642,0.2682,951,c3b2
306,8/8/R4pk1/7p/7P/p1b1K3/5N1r/8 b - - 13 62,2,4,2,10,17,1662976,814024,77,439307,117918,0.2684,950,c3b2
307,8/8/5pk1/7p/7P/2b1K3/R4N1r/8 b - - 0 63,2,4,0,10,16,1871872,876603,81,361981,86661,0.2394,950,h2h4
307,8/8/5pk1/7p/7P/2b1K3/R4N1r/8 b - - 0 63,2,4,1,10,16,1891328,885735,81,364859,87466,0.2397,949,h2h4
307,8/8/5pk1/7p/7P/2b1K3/R4N1r/8 b - - 0 63,2,4,2,10,16,1871872,876603,81,361981,86661,0.2394,950,h2h4
308,8/8/5pk1/7p/3K3P/8/R4N1r/4b3 b - - 2 64,2,4,0,12,16,1859584,816852,102,478600,182872,0.3821,949,e1f2
308,8/8/5pk1/7p/3K3P/8/R4N1r/4b3 b - - 2 64,2,4,1,12,16,1853440,814172,102,475648,182217,0.3831,949,e1f2
308,8/8/5pk1/7p/3K3P/8/R4N1r/4b3 b - - 2 64,2,4,2,12,16,1843200,810061,102,470618,180325,0.3832,950,e1f2
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2,5,0,8,23,1633280,895136,51,373905,46198,0.1236,950,e2e4
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2,5,1,8,23,1637376,897303,51,374465,46316,0.1237,951,e2e4
0,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,2,5,2,8,23,1637376,897303,51,374465,46316,0.1237,949,e2e4
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,2,5,0,6,23,1214464,869165,12,245918,14662,0.0596,950,e2a6
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,2,5,1,6,23,1260544,894529,12,249756,15241,0.0610,950,e2a6
1,r3k2r/p1ppqpb1/bn2pnp1/3PN3/1p2P3/2N2Q1p/PPPBBPPP/R3K2R w KQkq - 0 10,2,5,2,6,23,1208320,865049,12,244714,14654,0.0599,950,e2a6
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,2,5,0,12,19,1587200,757738,42,509101,175965,0.3456,950,b4f4
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,2,5,1,12,19,1605632,766776,42,515168,178017,0.3456,950,b4f4
2,8/2p5/3p4/KP5r/1R3p1k/8/4P1P1/8 w - - 0 11,2,5,2,12,19,1591296,759814,42,510468,176317,0.3454,949,b4f4
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,2,5,0,8,21,1619968,1017616,18,331353,40067,0.1209,949,f5d3
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,2,5,1,8,21,1638400,1031335,18,337490,40884,0.1211,949,f5d3
3,4rrk1/pp1n3p/3q2pQ/2p1pb2/2PP4/2P3N1/P2B2PP/4RRK1 b - - 7 19,2,5,2,8,21,1632256,1026532,18,335606,40747,0.1214,950,f5d3
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,2,5,0,8,22,1499136,937454,6,416052,41726,0.1003,949,f7e6
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,2,5,1,8,22,1471488,920602,6,405648,39132,0.0965,949,f7e6
4,rq3rk1/ppp2ppp/1bnpN3/3N2B1/4P3/7P/PPPQ1PP1/2KR3R b - - 0 14,2,5,2,8,22,1485824,929638,6,410411,39960,0.0974,951,f7e6
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,2,5,0,7,21,1588224,983156,50,393082,28533,0.0726,950,f4f3
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,2,5,1,7,21,1571840,971383,50,388443,28291,0.0728,950,f4f3
5,r1bq1r1k/1pp1n1pp/1p1p4/4p2Q/4PpP1/1BNP4/PPP2P1P/3R1RK1 b - g3 0 14,2,5,2,7,21,1582080,979815,50,392285,28405,0.0724,949,f4f3
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,2,5,0,7,24,1732608,1070987,5,345291,20286,0.0588,949,b4b2
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,2,5,1,7,24,1777664,1101250,5,357630,20428,0.0571,950,b4b2
6,r3r1k1/2p2ppp/p1p1bn2/8/1q2P3/2NPQN2/PPP3PP/R4RK1 b - - 2 15,2,5,2,7,24,1735680,1073496,5,346686,20319,0.0586,950,b4b2
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,2,5,0,7,25,1488896,930084,18,355694,42679,0.1200,949,f4g3
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,2,5,1,7,25,1488896,930084,18,355694,42679,0.1200,949,f4g3
7,r1bbk1nr/pp3p1p/2n5/1N4p1/2Np1B2/8/PPP2PPP/2KR1B1R w kq - 0 13,2,5,2,7,25,1488896,930084,18,355694,42679,0.1200,950,f4g3
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,2,5,0,6,22,1651712,1070900,13,371559,20856,0.0561,949,a1d1
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,2,5,1,6,22,1633280,1058416,13,366932,20795,0.0567,950,a1d1
8,r1bq1rk1/ppp1nppp/4n3/3p3Q/3P4/1BP1B3/PP1N2PP/R4RK1 w - - 1 16,2,5,2,6,22,1666048,1078707,13,372833,20997,0.0563,950,a1d1
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,2,5,0,7,20,1756392,1006298,2,225148,20704,0.0920,790,e3g3
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,2,5,1,7,20,1756392,1006298,2,225148,20704,0.0920,780,e3g3
9,4r1k1/r1q2ppp/ppp2n2/4P3/5Rb1/1N1BQ3/PPP3PP/R5K1 w - - 1 17,2,5,2,7,20,1756392,1006298,2,225148,20704,0.0920,774,e3g3
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,2,5,0,7,25,1496064,953210,16,304054,22058,0.0725,951,e5g4
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,2,5,1,7,25,1487872,949214,16,303595,21865,0.0720,950,e5g4
10,2rqkb1r/ppp2p2/2npb1p1/1N1Nn2p/2P1PP2/8/PP2B1PP/R1BQK2R b KQ - 0 11,2,5,2,7,25,1489920,950251,16,303755,21903,0.0721,950,e5g4
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,2,5,0,7,24,1268216,787065,15,281947,21802,0.0773,723,d1c2
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,2,5,1,7,24,1268216,787065,15,281947,21802,0.0773,726,d1c2
11,r1bq1r1k/b1p1npp1/p2p3p/1p6/3PP3/1B2NN2/PP3PPP/R2Q1RK1 w - - 1 16,2,5,2,7,24,1268216,787065,15,281947,21802,0.0773,707,d1c2
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,2,5,0,6,22,1429504,990082,52,418035,22788,0.0545,950,a3d6
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,2,5,1,6,22,1427456,988064,52,417003,22787,0.0546,950,a3d6
12,3r1rk1/p5pp/bpp1pp2/8/q1PP1P2/b3P3/P2NQRPP/1R2B1K1 b - - 6 22,2,5,2,6,22,1417216,979724,52,411948,22204,0.0539,949,a3d6
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,2,5,0,8,21,1444385,865581,16,344379,41613,0.1208,850,h2h3
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,2,5,1,8,21,1444385,865581,16,344379,41613,0.1208,840,h2h3
13,r1q2rk1/2p1bppp/2Pp4/p6b/Q1PNp3/4B3/PP1R1PPP/2K4R w - - 2 18,2,5,2,8,21,1444385,865581,16,344379,41613,0.1208,839,h2h3
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,2,5,0,8,20,1139340,686266,46,355445,35198,0.0990,729,e8e7
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,2,5,1,8,20,1139340,686266,46,355445,35198,0.0990,727,e8e7
14,4k2r/1pb2ppp/1p2p3/1R1p4/3P4/2r1PN2/P4PPP/1R4K1 b - - 3 22,2,5,2,8,20,1139340,686266,46,355445,35198,0.0990,729,e8e7
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,2,5,0,7,20,1598464,982829,55,381991,33954,0.0889,949,c5d5
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,2,5,1,7,20,1615872,996220,55,390310,34351,0.0880,950,c5d5
15,3q2k1/pb3p1p/4pbp1/2r5/PpN2N2/1P2P2P/5PP1/Q2R2K1 b - - 4 26,2,5,2,7,20,1626112,1002990,55,393336,34504,0.0877,951,c5d5
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,2,5,0,11,20,1449984,737807,346,475034,76862,0.1618,950,e4f6
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,2,5,1,11,19,1416192,719778,338,462124,75748,0.1639,949,e4f6
16,6k1/6p1/6Pp/ppp5/3pn2P/1P3K2/1PP2P2/3N4 b - - 0 1,2,5,2,11,19,1406976,714989,337,459287,75598,0.1646,949,e4f6
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,2,5,0,15,21,1541120,680435,149,542876,191693,0.3531,949,c4c5
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,2,5,1,15,21,1563648,689649,153,550852,194855,0.3537,949,c4c5
17,3b4/5kp1/1p1p1p1p/pP1PpP1P/P1P1P3/3KN3/8/8 w - - 0 1,2,5,2,15,21,1525760,673558,149,537794,189387,0.3522,949,c4c5
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,2,5,0,10,15,1880064,846429,294,416859,124452,0.2985,950,h6h7
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,2,5,1,10,15,1875968,844903,294,415075,123795,0.2982,949,h6h7
18,2K5/p7/7P/5pR1/8/5k2/r7/8 w - - 4 3,2,5,2,10,15,1904640,856650,296,423758,128045,0.3022,950,h6h7
19,8/6pk/1p6/8/PP3p1p/5P2/4KP1q/3Q4 w - - 0 1,2,5,0,11,17,1424447,665688,118,343794,108199,0.3147,740,a4a5
19,8/6pk/1p6/8/PP3p1p/5P2/4KP1q/3Q4 w - - 0 1,2,5,1,11,17,1424447,665688,118,343794,108199,0.3147,740,a4a5
19,8/6pk/1p6/8/PP3p1p/5P2/4KP1q/3Q4 w - - 0 1,2,5,2,11,17,1424447,665688,118,343794,108199,0.3147,722,a4a5
20,7k/3p2pp/4q3/8/4Q3/5Kp1/P6b/8 w - - 0 1,2,5,0,13,17,1763328,769561,80,494326,221297,0.4477,949,e4e6
20,7k/3p2pp/4q3/8/4Q3/5Kp1/P6b/8 w - - 0 1,2,5,1,13,17,1790976,783134,80,505248,223728,0.4428,950,e4e6
20,7k/3p2pp/4q3/8/4Q3/5Kp1/P6b/8 w - - 0 1,2,5,2,13,17,1781760,778700,80,501486,222770,0.4442,950,e4e6
21,8/2p5/8/2kPKp1p/2p4P/2P5/3P4/8 w - - 0 1,2,5,0,14,20,1419264,505422,726,647854,370037,0.5712,949,d5d6
21,8/2p5/8/2kPKp1p/2p4P/2P5/3P4/8 w - - 0 1,2,5,1,14,20,1433600,510880,758,655755,373952,0.5703,951,d5d6
21,8/2p5/8/2kPKp1p/2p4P/2P5/3P4/8 w - - 0 1,2,5,2,14,20,1423360,507468,747,649638,370358,0.5701,949,d5d6
22,8/1p3pp1/7p/5P1P/2k3P1/8/2K2P2/8 w - - 0 1,2,5,0,13,21,1122695,419675,140,476341,231048,0.4850,723,g4g5
22,8/1p3pp1/7p/5P1P/2k3P1/8/2K2P2/8 w - - 0 1,2,5,1,13,21,1122695,419675,140,476341,231048,0.4850,729,g4g5
22,8/1p3pp1/7p/5P1P/2k3P1/8/2K2P2/8 w - - 0 1,2,5,2,13,21,1122695,419675,140,476341,231048,0.4850,722,g4g5
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,2,5,0,11,21,1587200,758509,258,467697,108151,0.2312,952,f4f5
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,2,5,1,11,21,1566720,747903,254,460440,106971,0.2323,949,f4f5
23,8/pp2r1k1/2p1p3/3pP2p/1P1P1P1P/P5KR/8/8 w - - 0 1,2,5,2,11,21,1564672,746783,254,459684,106844,0.2324,950,f4f5
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,2,5,0,14,22,1201209,585568,264,531688,139834,0.2630,880,c6a8
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,2,5,1,14,22,1201209,585568,264,531688,139834,0.2630,889,c6a8
24,8/3p4/p1bk3p/Pp6/1Kp1PpPp/2P2P1P/2P5/5B2 b - - 0 1,2,5,2,14,22,1201209,585568,264,531688,139834,0.2630,875,c6a8
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,2,5,0,11,16,1430177,660117,140,437758,122772,0.2805,934,h6h5
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,2,5,1,11,16,1430177,660117,140,437758,122772,0.2805,948,h6h5
25,5k2/7R/4P2p/5K2/p1r2P1p/8/8/8 b - - 0 1,2,5,2,11,16,1430177,660117,140,437758,122772,0.2805,942,h6h5
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,2,5,0,9,17,1638964,831005,37,388205,67648,0.1743,882,c5d3
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,2,5,1,9,17,1638964,831005,37,388205,67648,0.1743,893,c5d3
26,6k1/6p1/P6p/r1N5/5p2/7P/1b3PP1/4R1K1 w - - 0 1,2,5,2,9,17,1638964,831005,37,388205,67648,0.1743,887,c5d3
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,2,5,0,7,19,1591296,923891,43,384128,36855,0.0959,949,d1c3
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,2,5,1,7,19,1613824,935127,43,386911,38182,0.0987,950,d1c3
27,1r3k2/4q3/2Pp3b/3Bp3/2Q2p2/1p1P2P1/1P2KP2/3N4 w - - 0 1,2,5,2,7,19,1571840,913778,43,381195,35652,0.0935,950,d1c3
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,2,5,0,9,18,1823744,918798,82,400955,82787,0.2065,950,a5a6
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,2,5,1,9,18,1804288,908598,82,398281,82378,0.2068,949,a5a6
28,6k1/4pp1p/3p2p1/P1pPb3/R7/1r2P1PP/3B1P2/6K1 w - - 0 1,2,5,2,9,18,1782784,897995,82,395977,81659,0.2062,949,a5a6
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,2,5,0,14,18,1708858,712985,409,542069,248579,0.4586,896,b3a4
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,2,5,1,14,18,1708858,712985,409,542069,248579,0.4586,898,b3a4
29,8/3p3B/5p2/5P2/p7/PP5b/k7/6K1 w - - 0 1,2,5,2,14,18,1708858,712985,409,542069,248579,0.4586,885,b3a4
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,2,5,0,8,17,1438410,910086,55,425420,40687,0.0956,914,g3d6
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,2,5,1,8,17,1438410,910086,55,425420,40687,0.0956,928,g3d6
30,5rk1/q6p/2p3bR/1pPp1rP1/1P1Pp3/P3B1Q1/1K3P2/R7 w - - 93 90,2,5,2,8,17,1438410,910086,55,425420,40687,0.0956,913,g3d6
31,4rrk1/1p1nq3/p7/2p1P1pp/3P2bp/3Q1Bn1/PPPB4/1K2R1NR w - - 40 21,2,5,0,6,22,1619968,1140094,7,346370,16689,0.0482,950,d3g6
31,4rrk1/1p1nq3/p7/2p1P1pp/3P2bp/3Q1Bn1/PPPB4/1K2R1NR w - - 40 21,2,5,1,6,22,1624064,1143969,7,348017,16704,0.0480,949,d3g6
31,4rrk1/1p1nq3/p7/2p1P1pp/3P2bp/3Q1Bn1/PPPB4/1K2R1NR w - - 40 21,2,5,2,6,22,1620992,1141056,7,346749,16695,0.0481,950,d3g6
32,r3k2r/3nnpbp/q2pp1p1/p7/Pp1PPPP1/4BNN1/1P5P/R2Q1RK1 w kq - 0 16,2,5,0,6,22,1649664,992405,32,314881,30680,0.0974,950,a1c1
32,r3k2r/3nnpbp/q2pp1p1/p7/Pp1PPPP1/4BNN1/1P5P/R2Q1RK1 w kq - 0 16,2,5,1,6,22,1650688,993175,32,315223,30689,0.0974,949,a1c1
32,r3k2r/3nnpbp/q2pp1p1/p7/Pp1PPPP1/4BNN1/1P5P/R2Q1RK1 w kq - 0 16,2,5,2,6,22,1682432,1013261,32,320977,31065,0.0968,950,a1c1
33,3Qb1k1/1r2ppb1/pN1n2q1/Pp1Pp1Pr/4P2p/4BP2/4B1R1/1R5K b - - 11 40,2,5,0,7,22,1429504,968718,30,338940,27468,0.0810,950,h4h3
33,3Qb1k1/1r2ppb1/pN1n2q1/Pp1Pp1Pr/4P2p/4BP2/4B1R1/1R5K b - - 11 40,2,5,1,7,22,1442816,979579,30,343776,27794,0.0808,949,h4h3
33,3Qb1k1/1r2ppb1/pN1n2q1/Pp1Pp1Pr/4P2p/4BP2/4B1R1/1R5K b - - 11 40,2,5,2,7,22,1427456,966960,30,338226,27444,0.0811,950,h4h3
34,4k3/3q1r2/1N2r1b1/3ppN2/2nPP3/1B1R2n1/2R1Q3/3K4 w - - 5 1,2,5,0,7,20,1430528,996519,6,349665,33225,0.0950,950,b6d7
34,4k3/3q1r2/1N2r1b1/3ppN2/2nPP3/1B1R2n1/2R1Q3/3K4 w - - 5 1,2,5,1,7,20,1429504,995622,6,349204,33216,0.0951,949,b6d7
34,4k3/3q1r2/1N2r1b1/3ppN2/2nPP3/1B1R2n1/2R1Q3/3K4 w - - 5 1,2,5,2,7,20,1444864,1010174,6,356417,33382,0.0937,949,b6d7
35,1r6/1P4bk/3qr1p1/N6p/3pp2P/6R1/3Q1PP1/1R4K1 w - - 1 42,2,5,0,6,19,1515520,1023147,46,427407,23040,0.0539,950,d2g5
35,1r6/1P4bk/3qr1p1/N6p/3pp2P/6R1/3Q1PP1/1R4K1 w - - 1 42,2,5,1,6,19,1503232,1016554,46,425744,22834,0.0536,949,d2g5
35,1r6/1P4bk/3qr1p1/N6p/3pp2P/6R1/3Q1PP1/1R4K1 w - - 1 42,2,5,2,6,19,1496064,1012686,46,424686,22785,0.0537,949,d2g5
36,k7/2n1n3/1nbNbn2/2NbRBn1/1nbRQR2/2NBRBN1/3N1N2/7K w - - 0 1,2,5,0,0,19,958464,958462,0,573616,0,0.0000,950,h1g1
36,k7/2n1n3/1nbNbn2/2NbRBn1/1nbRQR2/2NBRBN1/3N1N2/7K w - - 0 1,2,5,1,0,19,962560,962558,0,575900,0,0.0000,949,h1g1
36,k7/2n1n3/1nbNbn2/2NbRBn1/1nbRQR2/2NBRBN1/3N1N2/7K w - - 0 1,2,5,2,0,19,961536,961534,0,575349,0,0.0000,950,h1g1
37,K7/8/8/BNQNQNB1/N5N1/R1Q1q2r/n5n1/bnqnqnbk w - - 0 1,2,5,0,5,23,1207930,929386,4,403648,7206,0.0179,791,c3e1
37,K7/8/8/BNQNQNB1/N5N1/R1Q1q2r/n5n1/bnqnqnbk w - - 0 1,2,5,1,5,23,1207930,929386,4,403648,7206,0.0179,800,c3e1
37,K7/8/8/BNQNQNB1/N5N1/R1Q1q2r/n5n1/bnqnqnbk w - - 0 1,2,5,2,5,23,1207930,929386,4,403648,7206,0.0179,797,c3e1
38,8/8/8/8/5kp1/P7/8/1K1N4 w - - 0 1,2,5,0,14,17,1872896,685377,191,602284,460688,0.7649,950,b1c2
38,8/8/8/8/5kp1/P7/8/1K1N4 w - - 0 1,2,5,1,14,17,1885184,690760,191,603831,462231,0.7655,950,b1c2
38,8/8/8/8/5kp1/P7/8/1K1N4 w - - 0 1,2,5,2,14,17,1874944,686295,191,602502,460906,0.7650,949,b1c2
39,8/8/8/5N2/8/p7/8/2NK3k w - - 0 1,2,5,0,10,13,2162688,862048,41,558773,338301,0.6054,949,f5d4
39,8/8/8/5N2/8/p7/8/2NK3k w - - 0 1,2,5,1,10,13,2159616,860729,41,558336,337950,0.6053,950,f5d4
39,8/8/8/5N2/8/p7/8/2NK3k w - - 0 1,2,5,2,10,13,2173952,866962,41,560217,339509,0.6060,950,f5d4
40,8/3k4/8/8/8/4B3/4KB2/2B5 w - - 0 1,2,5,0,9,10,2370055,1033752,11,336168,235239,0.6998,786,e3c5
40,8/3k4/8/8/8/4B3/4KB2/2B5 w - - 0 1,2,5,1,9,10,2370055,1033752,11,336168,235239,0.6998,795,e3c5
40,8/3k4/8/8/8/4B3/4KB2/2B5 w - - 0 1,2,5,2,9,10,2370055,1033752,11,336168,235239,0.6998,783,e3c5
