# experiment=tt_sweep engine=helix-f3270d5 date=20260808-012157
# suite=tests/data/stockfish-bench-all.epd budget_ms=1000 reps=3 mb=1,4,16,64,256 entry_bytes=32 positions=309
fen_id,tt_mb,rep,completed_depth,seldepth,nodes,qnodes,tt_probes,tt_hits,tt_stores,tt_replaces,tt_hit_rate,time_ms,bestmove,stop_reason
288,1,1,9,19,1589248,838831,470615,67086,143639,96627,0.1425,949,g8g7,hard_time
288,1,2,9,19,1595392,842584,472405,67118,143989,96959,0.1421,950,g8g7,hard_time
289,1,0,9,19,1615872,881037,467883,60797,137815,86248,0.1299,950,b6d8,hard_time
289,1,1,9,19,1620992,884238,469721,60939,138258,86667,0.1297,949,b6d8,hard_time
289,1,2,9,19,1619968,883502,469238,60841,138162,86578,0.1297,950,b6d8,hard_time
290,1,0,10,20,1672192,859059,446205,57595,157778,108167,0.1291,952,g6f5,hard_time
290,1,1,10,20,1667072,856248,444259,57396,157168,107597,0.1292,950,g6f5,hard_time
290,1,2,10,20,1672192,859059,446205,57595,157778,108167,0.1291,952,g6f5,hard_time
291,1,0,10,18,1422212,787787,389898,49308,122844,78025,0.1265,858,e7a3,soft_time
291,1,1,10,18,1422212,787787,389898,49308,122844,78025,0.1265,857,e7a3,soft_time
291,1,2,10,18,1422212,787787,389898,49308,122844,78025,0.1265,846,e7a3,soft_time
292,1,0,9,17,1531904,780210,433736,57397,153174,108294,0.1323,949,g7g6,hard_time
292,1,1,9,17,1525760,776473,431295,57113,152556,107698,0.1324,950,g7g6,hard_time
292,1,2,9,17,1525760,776473,431295,57113,152556,107698,0.1324,949,g7g6,hard_time
293,1,0,10,16,1701888,791320,468307,92977,171944,124491,0.1985,949,g6h5,hard_time
293,1,1,10,16,1708032,794139,469518,93326,172429,124879,0.1988,950,g6h5,hard_time
293,1,2,10,16,1711104,795585,469984,93474,172639,125003,0.1989,950,g6h5,hard_time
294,1,0,10,17,1637376,781666,459194,88746,156036,106955,0.1933,950,a3b2,hard_time
294,1,1,10,17,1643520,784740,462003,89282,156794,107673,0.1932,951,a3b2,hard_time
294,1,2,10,17,1637376,781666,459194,88746,156036,106955,0.1933,949,a3b2,hard_time
295,1,0,9,15,1788928,856683,437947,82297,153744,105298,0.1879,950,a5a4,hard_time
295,1,1,9,15,1770496,847894,434888,81988,152412,104021,0.1885,950,a5a4,hard_time
295,1,2,9,15,1761280,843389,433492,81794,151862,103494,0.1887,949,a5a4,hard_time
296,1,0,9,15,1784832,853328,413265,69780,153526,107741,0.1689,949,a5a4,hard_time
296,1,1,9,15,1783808,852962,412596,69596,153330,107553,0.1687,950,a5a4,hard_time
296,1,2,9,15,1784832,853328,413265,69780,153526,107741,0.1689,949,a5a4,hard_time
297,1,0,9,15,1792000,855916,387959,60250,148662,104907,0.1553,950,a4a3,hard_time
297,1,1,9,15,1794048,856978,388636,60274,148893,105130,0.1551,949,a4a3,hard_time
297,1,2,9,15,1796096,857940,388923,60286,149036,105266,0.1550,950,a4a3,hard_time
298,1,0,10,15,1492569,712850,316780,52698,120368,78818,0.1664,764,g6f7,soft_time
298,1,1,10,15,1492569,712850,316780,52698,120368,78818,0.1664,770,g6f7,soft_time
298,1,2,10,15,1492569,712850,316780,52698,120368,78818,0.1664,770,g6f7,soft_time
299,1,0,9,15,1125401,576956,379764,52357,107346,64582,0.1379,727,a4a3,soft_time
299,1,1,9,15,1125401,576956,379764,52357,107346,64582,0.1379,729,a4a3,soft_time
299,1,2,9,15,1125401,576956,379764,52357,107346,64582,0.1379,727,a4a3,soft_time
300,1,0,8,15,1529856,786727,494827,69975,139342,91000,0.1414,950,f7g6,hard_time
300,1,1,8,15,1539072,791591,496905,70169,139807,91430,0.1412,951,f7g6,hard_time
300,1,2,8,15,1528832,786201,494621,69946,139291,90957,0.1414,950,f7g6,hard_time
301,1,0,9,16,1597440,795786,423149,55580,143859,95412,0.1313,951,f7g6,hard_time
301,1,1,9,16,1597440,795786,423149,55580,143859,95412,0.1313,951,f7g6,hard_time
301,1,2,9,16,1597440,795786,423149,55580,143859,95412,0.1313,952,f7g6,hard_time
302,1,0,9,15,1547264,778880,469993,58401,148035,104343,0.1243,950,b2c1,hard_time
302,1,1,9,15,1561600,785204,475689,59207,150335,106524,0.1245,951,b2c1,hard_time
302,1,2,9,15,1553408,781703,471999,58705,148844,105094,0.1244,950,b2c1,hard_time
303,1,0,9,16,1648640,819073,452433,54401,150889,106394,0.1202,950,h1h3,hard_time
303,1,1,9,16,1646592,818125,451651,54379,150559,106076,0.1204,949,h1h3,hard_time
303,1,2,9,16,1641472,815802,450821,54320,150036,105569,0.1205,950,h1h3,hard_time
304,1,0,9,15,1305573,664566,385452,59735,114453,68526,0.1550,772,f6f5,soft_time
304,1,1,9,15,1305573,664566,385452,59735,114453,68526,0.1550,773,f6f5,soft_time
304,1,2,9,15,1305573,664566,385452,59735,114453,68526,0.1550,772,f6f5,soft_time
305,1,0,9,15,1559552,777758,424485,64938,144555,90976,0.1530,950,g6f5,hard_time
305,1,1,9,15,1557504,776715,423589,64877,144235,90664,0.1532,950,g6f5,hard_time
305,1,2,9,15,1556480,776183,423074,64859,144055,90495,0.1533,949,g6f5,hard_time
306,1,0,9,16,1568768,773065,463267,70005,155603,109952,0.1511,949,c3b2,hard_time
306,1,1,9,16,1560576,769037,460111,69666,154561,108952,0.1514,949,c3b2,hard_time
306,1,2,9,16,1558528,768228,458890,69504,154051,108455,0.1515,951,c3b2,hard_time
307,1,0,10,16,1823744,849369,388744,58562,164894,121873,0.1506,951,h2h4,hard_time
307,1,1,10,16,1814528,845221,387290,58263,164153,121178,0.1504,949,h2h4,hard_time
307,1,2,10,16,1823744,849369,388744,58562,164894,121873,0.1506,950,h2h4,hard_time
308,1,0,10,15,1932288,872770,436719,117535,175503,116964,0.2691,950,e1f2,hard_time
308,1,1,10,15,1934336,873668,437487,117651,175810,117261,0.2689,949,e1f2,hard_time
308,1,2,10,15,1934336,873668,437487,117651,175810,117261,0.2689,950,e1f2,hard_time
0,4,0,8,22,1733632,931396,365390,48941,102987,22620,0.1339,950,e2e4,hard_time
0,4,1,8,22,1723392,926371,364645,48775,102657,22516,0.1338,950,e2e4,hard_time
0,4,2,8,22,1726464,927853,364892,48815,102775,22558,0.1338,949,e2e4,hard_time
1,4,0,6,23,1107968,864334,267875,11900,27331,1986,0.0444,950,e2a6,hard_time
1,4,1,6,23,1108992,865244,268237,11904,27335,1986,0.0444,949,e2a6,hard_time
1,4,2,6,23,1116160,871219,270416,11954,27391,1989,0.0442,951,e2a6,hard_time
2,4,0,12,18,1442233,691230,461033,119769,152618,49489,0.2598,876,b4f4,soft_time
2,4,1,12,18,1442233,691230,461033,119769,152618,49489,0.2598,856,b4f4,soft_time
2,4,2,12,18,1442233,691230,461033,119769,152618,49489,0.2598,860,b4f4,soft_time
3,4,0,8,21,1337367,815213,245636,24261,56394,8352,0.0988,714,f5d3,soft_time
3,4,1,8,21,1337367,815213,245636,24261,56394,8352,0.0988,715,f5d3,soft_time
3,4,2,8,21,1337367,815213,245636,24261,56394,8352,0.0988,712,f5d3,soft_time
4,4,0,8,21,1754112,1063783,352858,27283,78149,15688,0.0773,949,f7e6,hard_time
4,4,1,8,21,1754112,1063783,352858,27283,78149,15688,0.0773,950,f7e6,hard_time
4,4,2,8,21,1762304,1068433,354692,27322,78672,15892,0.0770,950,f7e6,hard_time
5,4,0,7,28,1572864,978597,409892,30591,75967,12941,0.0746,949,f4f3,hard_time
5,4,1,7,28,1576960,981048,410643,30636,76077,12977,0.0746,949,f4f3,hard_time
5,4,2,7,28,1567744,975247,408936,30535,75803,12898,0.0747,950,f4f3,hard_time
6,4,0,7,23,1826816,1108799,347402,19398,73775,15168,0.0558,950,b4b2,hard_time
6,4,1,7,23,1824768,1107195,346632,19386,73675,15136,0.0559,949,b4b2,hard_time
6,4,2,7,23,1830912,1111743,348751,19408,74080,15283,0.0557,949,b4b2,hard_time
7,4,0,7,21,1489920,934891,365526,36774,87514,18285,0.1006,950,f4g3,hard_time
7,4,1,7,21,1488896,934143,365232,36770,87414,18240,0.1007,949,f4g3,hard_time
7,4,2,7,21,1511424,949139,369113,37313,88199,18415,0.1011,949,f4g3,hard_time
8,4,0,6,20,1653760,1079232,382513,19052,57856,9156,0.0498,949,a1d1,hard_time
8,4,1,6,20,1687552,1098550,386782,19343,58532,9347,0.0500,950,a1d1,hard_time
8,4,2,6,20,1677312,1093247,386056,19222,58274,9272,0.0498,950,a1d1,hard_time
9,4,0,7,20,2081541,1205002,278434,18795,62225,10402,0.0675,915,e3g3,soft_time
9,4,1,7,20,2081541,1205002,278434,18795,62225,10402,0.0675,931,e3g3,soft_time
9,4,2,7,20,2081541,1205002,278434,18795,62225,10402,0.0675,941,e3g3,soft_time
10,4,0,7,24,1142154,795741,307071,13764,47577,6346,0.0448,843,e5g4,soft_time
10,4,1,7,24,1142154,795741,307071,13764,47577,6346,0.0448,840,e5g4,soft_time
10,4,2,7,24,1142154,795741,307071,13764,47577,6346,0.0448,833,e5g4,soft_time
11,4,0,7,25,1529297,954136,344074,20055,53858,7916,0.0583,843,d1c2,soft_time
11,4,1,7,25,1529297,954136,344074,20055,53858,7916,0.0583,860,d1c2,soft_time
11,4,2,7,25,1529297,954136,344074,20055,53858,7916,0.0583,863,d1c2,soft_time
12,4,0,6,20,1483776,992126,424503,26310,70824,11555,0.0620,950,a3d6,hard_time
12,4,1,6,20,1485824,993527,425355,26457,70973,11608,0.0622,950,a3d6,hard_time
12,4,2,6,20,1476608,986790,421611,26246,70408,11400,0.0623,950,a3d6,hard_time
13,4,0,7,21,1631232,968724,385023,40013,96469,21841,0.1039,950,h2h3,hard_time
13,4,1,7,21,1636352,972832,387218,40108,96776,21981,0.1036,950,h2h3,hard_time
13,4,2,7,21,1651712,985876,392975,40184,97392,22258,0.1023,950,h2h3,hard_time
14,4,0,8,21,1304303,790222,406016,35419,81952,16339,0.0872,815,e8e7,soft_time
14,4,1,8,21,1304303,790222,406016,35419,81952,16339,0.0872,804,e8e7,soft_time
14,4,2,8,21,1304303,790222,406016,35419,81952,16339,0.0872,816,e8e7,soft_time
15,4,0,7,18,1469528,883252,290911,22597,60690,8382,0.0777,781,c5d5,soft_time
15,4,1,7,18,1469528,883252,290911,22597,60690,8382,0.0777,767,c5d5,soft_time
15,4,2,7,18,1469528,883252,290911,22597,60690,8382,0.0777,764,c5d5,soft_time
16,4,0,11,19,1483776,757658,469943,69142,166845,56065,0.1471,949,e4f6,hard_time
16,4,1,11,19,1500160,765975,475474,69556,168747,57309,0.1463,950,e4f6,hard_time
16,4,2,11,19,1479680,755575,468420,69047,166268,55706,0.1474,949,e4f6,hard_time
17,4,0,14,21,1730560,793142,518587,159894,188233,65164,0.3083,949,c4c5,hard_time
17,4,1,14,21,1722368,789211,518257,159869,187925,64969,0.3085,951,c4c5,hard_time
17,4,2,14,21,1722368,789211,518257,159869,187925,64969,0.3085,950,c4c5,hard_time
18,4,0,10,15,1711104,731559,537001,159700,192850,77172,0.2974,952,h6h7,hard_time
18,4,1,10,15,1703936,728503,534265,159258,191816,76505,0.2981,950,h6h7,hard_time
18,4,2,10,15,1705984,729399,535098,159389,192114,76694,0.2979,949,h6h7,hard_time
19,4,0,12,17,1609927,740115,497177,204976,147809,40841,0.4123,870,d1c2,soft_time
19,4,1,12,17,1609927,740115,497177,204976,147809,40841,0.4123,870,d1c2,soft_time
19,4,2,12,17,1609927,740115,497177,204976,147809,40841,0.4123,869,d1c2,soft_time
20,4,0,13,17,1888256,829532,485141,203650,169659,54852,0.4198,950,e4e6,hard_time
20,4,1,13,17,1876992,824054,482428,203285,168814,54345,0.4214,949,e4e6,hard_time
20,4,2,13,17,1891328,831073,486439,203830,169992,55036,0.4190,951,e4e6,hard_time
21,4,0,13,19,1558528,592640,585994,266581,249234,93155,0.4549,949,e5f5,hard_time
21,4,1,13,19,1561600,593361,588255,267680,250133,93740,0.4550,949,e5f5,hard_time
21,4,2,13,19,1559552,592864,586794,266959,249569,93376,0.4549,950,e5f5,hard_time
22,4,0,13,20,1369988,492490,673007,282088,279559,120742,0.4191,932,g4g5,soft_time
22,4,1,13,20,1369988,492490,673007,282088,279559,120742,0.4191,935,g4g5,soft_time
22,4,2,13,20,1369988,492490,673007,282088,279559,120742,0.4191,932,g4g5,soft_time
23,4,0,11,22,1560576,741354,481756,122526,166071,53099,0.2543,950,f4f5,hard_time
23,4,1,11,22,1567744,744363,484529,123153,167189,53800,0.2542,950,f4f5,hard_time
23,4,2,11,22,1568768,744880,485025,123186,167408,53913,0.2540,950,f4f5,hard_time
24,4,0,13,22,1267289,636365,413458,101312,131470,35664,0.2450,801,d6c7,soft_time
24,4,1,13,22,1267289,636365,413458,101312,131470,35664,0.2450,798,d6c7,soft_time
24,4,2,13,22,1267289,636365,413458,101312,131470,35664,0.2450,796,d6c7,soft_time
25,4,0,10,16,1456128,678447,461561,114416,175966,59224,0.2479,950,h6h5,hard_time
25,4,1,10,16,1448960,675166,459679,113959,175129,58735,0.2479,949,h6h5,hard_time
25,4,2,10,16,1455104,678008,461220,114369,175797,59132,0.2480,949,h6h5,hard_time
26,4,0,8,17,1752064,909573,453191,60293,135031,39572,0.1330,950,c5d3,hard_time
26,4,1,8,17,1756160,911772,454080,60322,135294,39726,0.1328,950,c5d3,hard_time
26,4,2,8,17,1747968,907440,452629,60279,134843,39472,0.1332,950,c5d3,hard_time
27,4,0,7,19,1644544,957369,393227,38784,85943,16597,0.0986,950,d1c3,hard_time
27,4,1,7,19,1645568,958181,393819,38794,86023,16626,0.0985,950,d1c3,hard_time
27,4,2,7,19,1609728,938053,387271,37448,84503,16255,0.0967,951,d1c3,hard_time
28,4,0,9,19,1691648,877039,441970,72536,136902,42717,0.1641,951,a5a6,hard_time
28,4,1,9,19,1685504,873801,440334,72421,136380,42414,0.1645,951,a5a6,hard_time
28,4,2,9,19,1678336,870237,438956,72175,135807,42109,0.1644,949,a5a6,hard_time
29,4,0,13,18,1875968,782585,574986,237698,213452,78942,0.4134,950,b3a4,hard_time
29,4,1,13,18,1879040,783551,577216,238477,214093,79360,0.4132,950,b3a4,hard_time
29,4,2,13,18,1874944,782173,574533,237573,213339,78876,0.4135,949,b3a4,hard_time
30,4,0,7,19,1517568,960158,439791,38011,82477,17190,0.0864,949,g3d6,hard_time
30,4,1,7,19,1515520,958522,438517,37888,82346,17136,0.0864,950,g3d6,hard_time
30,4,2,7,19,1514496,957696,437854,37816,82287,17099,0.0864,949,g3d6,hard_time
31,4,0,6,22,1543168,1124005,352906,14628,45731,6467,0.0415,949,d3g6,hard_time
31,4,1,6,22,1545216,1125628,353509,14628,45762,6476,0.0414,949,d3g6,hard_time
31,4,2,6,22,1544192,1124804,353212,14628,45748,6472,0.0414,950,d3g6,hard_time
32,4,0,6,22,1715200,1024380,320463,29650,63889,9208,0.0925,949,a1c1,hard_time
32,4,1,6,22,1697792,1013869,317286,29334,63402,9084,0.0925,950,a1c1,hard_time
32,4,2,6,22,1704960,1018654,318840,29446,63562,9122,0.0924,949,a1c1,hard_time
33,4,0,7,21,1436672,994821,347018,23018,61143,9253,0.0663,949,h4h3,hard_time
33,4,1,7,21,1455104,1009555,354358,23535,62292,9610,0.0664,950,h4h3,hard_time
33,4,2,7,21,1439744,997360,348218,23063,61310,9307,0.0662,949,h4h3,hard_time
34,4,0,7,20,1579008,1018020,337265,33103,69837,10623,0.0982,950,b6d7,hard_time
34,4,1,7,20,1580032,1018946,337635,33114,69884,10640,0.0981,949,b6d7,hard_time
34,4,2,7,20,1577984,1017014,336692,33102,69829,10621,0.0983,950,b6d7,hard_time
35,4,0,6,18,1528832,1032939,444012,21843,63766,10031,0.0492,949,d2g5,hard_time
35,4,1,6,17,1508352,1018148,434784,21566,62329,9572,0.0496,949,d2g5,hard_time
35,4,2,6,17,1511424,1020207,435974,21584,62632,9667,0.0495,949,d2g5,hard_time
36,4,0,0,19,957440,957438,572977,0,0,0,0.0000,949,h1g1,hard_time
36,4,1,0,19,963584,963582,576523,0,0,0,0.0000,950,h1g1,hard_time
36,4,2,0,19,958464,958462,573616,0,0,0,0.0000,949,h1g1,hard_time
37,4,0,5,23,1106223,833685,337583,6994,14895,611,0.0207,702,c3e1,soft_time
37,4,1,5,23,1106223,833685,337583,6994,14895,611,0.0207,707,c3e1,soft_time
37,4,2,5,23,1106223,833685,337583,6994,14895,611,0.0207,709,c3e1,soft_time
38,4,0,14,18,1797120,640666,635111,422187,213332,60966,0.6647,951,b1c2,hard_time
38,4,1,14,18,1797120,640666,635111,422187,213332,60966,0.6647,951,b1c2,hard_time
38,4,2,14,18,1800192,641889,635855,422744,213467,61026,0.6648,949,b1c2,hard_time
39,4,0,10,12,2086912,814096,600623,323013,240232,94603,0.5378,950,d1c2,hard_time
39,4,1,10,12,2096128,818358,601315,323556,240550,94725,0.5381,950,d1c2,hard_time
39,4,2,10,12,2082816,812212,600295,322770,240070,94537,0.5377,949,d1c2,hard_time
40,4,0,9,9,2482991,1080335,359653,230547,129167,40250,0.6410,827,e3c5,soft_time
40,4,1,9,9,2482991,1080335,359653,230547,129167,40250,0.6410,825,e3c5,soft_time
40,4,2,9,9,2482991,1080335,359653,230547,129167,40250,0.6410,826,e3c5,soft_time
41,4,0,10,14,1914880,837626,481718,164574,186570,67750,0.3416,950,b6b7,hard_time
41,4,1,10,14,1910784,835769,480928,164432,186237,67534,0.3419,950,b6b7,hard_time
41,4,2,10,14,1902592,832407,478005,163436,185228,66872,0.3419,949,b6b7,hard_time
42,4,0,11,16,1816576,790227,461442,139100,187710,69484,0.3014,951,b1c2,hard_time
42,4,1,11,16,1833984,797118,467761,141385,189844,71073,0.3023,951,b1c2,hard_time
42,4,2,11,16,1819648,791537,462509,139248,188162,69802,0.3011,949,b1c2,hard_time
43,4,0,14,17,1473708,540167,539085,292750,181549,57186,0.5430,807,f1d2,soft_time
43,4,1,14,17,1473708,540167,539085,292750,181549,57186,0.5430,808,f1d2,soft_time
43,4,2,14,17,1473708,540167,539085,292750,181549,57186,0.5430,805,f1d2,soft_time
44,4,0,10,14,2082816,934977,428463,183562,152858,48860,0.4284,949,h1h2,hard_time
44,4,1,10,14,2102272,943909,430180,184405,153818,49393,0.4287,950,h1h2,hard_time
44,4,2,10,14,2085888,936426,428648,183600,153020,48945,0.4283,950,h1h2,hard_time
45,4,0,9,16,1515520,875902,480619,161981,172527,74067,0.3370,949,h4f4,hard_time
45,4,1,9,16,1501184,870309,471876,156438,170753,72671,0.3315,949,h4f4,hard_time
45,4,2,9,16,1466368,853096,454274,147177,166246,69313,0.3240,950,h4f4,hard_time
46,4,0,7,17,1376256,740804,491621,126134,180322,77385,0.2566,950,c3c4,hard_time
46,4,1,7,17,1382400,744200,494370,126697,181456,78248,0.2563,949,c3c4,hard_time
46,4,2,7,17,1384448,745181,495436,127007,181852,78548,0.2564,951,c3c4,hard_time
47,4,0,0,0,0,0,0,0,0,0,0.0000,0,0000,none
47,4,1,0,0,0,0,0,0,0,0,0.0000,0,0000,none
47,4,2,0,0,0,0,0,0,0,0,0.0000,0,0000,none
48,4,0,0,0,0,0,0,0,0,0,0.0000,0,0000,none
48,4,1,0,0,0,0,0,0,0,0,0.0000,0,0000,none
48,4,2,0,0,0,0,0,0,0,0,0.0000,0,0000,none
49,4,0,7,21,1635328,973236,372454,31750,77758,14181,0.0852,951,e7e3,hard_time
49,4,1,7,21,1635328,973236,372454,31750,77758,14181,0.0852,950,e7e3,hard_time
49,4,2,7,21,1635328,973236,372454,31750,77758,14181,0.0852,951,e7e3,hard_time
50,4,0,8,21,1875968,1008045,386711,50822,109485,27020,0.1314,951,c2c4,hard_time
50,4,1,8,21,1855488,998286,385395,50330,108679,26682,0.1306,949,c2c4,hard_time
50,4,2,8,21,1862656,1001738,385867,50422,108964,26808,0.1307,949,c2c4,hard_time
51,4,0,7,22,1441908,904286,347677,23749,66348,10197,0.0683,846,f8g8,soft_time
51,4,1,7,22,1441908,904286,347677,23749,66348,10197,0.0683,844,f8g8,soft_time
51,4,2,7,22,1441908,904286,347677,23749,66348,10197,0.0683,843,f8g8,soft_time
52,4,0,7,23,1020756,718567,324172,18095,42436,4471,0.0558,706,b8c6,soft_time
52,4,1,7,23,1440768,993934,431599,21151,57429,8189,0.0490,949,b8c6,hard_time
52,4,2,7,23,1020756,718567,324172,18095,42436,4471,0.0558,705,b8c6,soft_time
53,4,0,6,25,1280000,951143,449766,15208,44915,4526,0.0338,950,f8e8,hard_time
53,4,1,6,25,1276928,948520,447965,15176,44710,4486,0.0339,950,f8e8,hard_time
53,4,2,6,25,1278976,950135,449101,15207,44908,4525,0.0339,949,f8e8,hard_time
54,4,0,7,20,1020798,688113,350401,17415,56510,8613,0.0497,706,c8d7,soft_time
54,4,1,7,20,1020798,688113,350401,17415,56510,8613,0.0497,713,c8d7,soft_time
54,4,2,7,20,1020798,688113,350401,17415,56510,8613,0.0497,716,c8d7,soft_time
55,4,0,6,20,1415168,895398,467603,36607,98590,21022,0.0783,950,f8g8,hard_time
55,4,1,6,20,1409024,890165,463929,36597,98291,20905,0.0789,950,f8g8,hard_time
55,4,2,6,20,1419264,898818,469983,36631,98838,21133,0.0779,950,f8g8,hard_time
56,4,0,7,21,1855488,1078934,372020,25428,74715,13773,0.0684,950,c8d7,hard_time
56,4,1,7,20,1844224,1072602,370155,25357,74377,13634,0.0685,950,c8d7,hard_time
56,4,2,7,20,1842176,1071420,369719,25349,74276,13586,0.0686,950,c8d7,hard_time
57,4,0,8,22,1610912,902858,284259,23646,69470,12295,0.0832,786,c8d7,soft_time
57,4,1,8,22,1610912,902858,284259,23646,69470,12295,0.0832,789,c8d7,soft_time
57,4,2,8,22,1610912,902858,284259,23646,69470,12295,0.0832,787,c8d7,soft_time
58,4,0,8,22,1849598,1037831,347296,31533,89210,20075,0.0908,925,b5a4,soft_time
58,4,1,8,22,1849598,1037831,347296,31533,89210,20075,0.0908,917,b5a4,soft_time
58,4,2,8,22,1849598,1037831,347296,31533,89210,20075,0.0908,924,b5a4,soft_time
59,4,0,8,22,1675264,980718,410356,41679,92813,19413,0.1016,951,a6b5,hard_time
59,4,1,8,22,1683456,985673,412743,41695,93178,19577,0.1010,949,a6b5,hard_time
59,4,2,8,22,1685504,987119,413761,41699,93224,19601,0.1008,949,a6b5,hard_time
60,4,0,6,20,1645568,1004910,405418,22785,86836,18682,0.0562,949,c4b3,hard_time
60,4,1,6,20,1606656,980820,397166,22683,84796,17813,0.0571,950,c4b3,hard_time
60,4,2,6,20,1623040,990841,400821,22725,85803,18226,0.0567,949,c4b3,hard_time
61,4,0,7,21,1818624,1044875,378890,41358,89128,16641,0.1092,949,b5b4,hard_time
61,4,1,7,21,1811456,1040708,377468,41332,88883,16543,0.1095,949,b5b4,hard_time
61,4,2,7,21,1808384,1038771,376233,41314,88644,16450,0.1098,949,b5b4,hard_time
62,4,0,9,21,1776114,966586,351667,46932,85005,18084,0.1335,875,b4b3,soft_time
62,4,1,9,21,1776114,966586,351667,46932,85005,18084,0.1335,873,b4b3,soft_time
62,4,2,9,21,1776114,966586,351667,46932,85005,18084,0.1335,874,b4b3,soft_time
63,4,0,9,21,1490399,823839,333730,43736,80138,16212,0.1311,791,c6d4,soft_time
63,4,1,9,21,1490399,823839,333730,43736,80138,16212,0.1311,801,c6d4,soft_time
63,4,2,9,21,1490399,823839,333730,43736,80138,16212,0.1311,801,c6d4,soft_time
64,4,0,8,23,1680384,963038,419232,32648,94548,23267,0.0779,949,e7f6,hard_time
64,4,1,8,23,1682432,964570,420493,32679,94724,23343,0.0777,949,e7f6,hard_time
64,4,2,8,23,1683456,965435,421230,32700,94783,23372,0.0776,949,e7f6,hard_time
65,4,0,7,20,1794048,1020788,397208,41010,84299,15742,0.1032,949,e8d8,hard_time
65,4,1,7,21,1831936,1040869,401940,41430,85487,16163,0.1031,950,e8d8,hard_time
65,4,2,7,21,1828864,1039209,401542,41403,85405,16139,0.1031,949,e8d8,hard_time
66,4,0,9,20,1368620,806355,471247,49072,100950,25524,0.1041,908,c6b4,soft_time
66,4,1,9,20,1368620,806355,471247,49072,100950,25524,0.1041,906,c6b4,soft_time
66,4,2,9,20,1368620,806355,471247,49072,100950,25524,0.1041,908,c6b4,soft_time
67,4,0,8,19,1744896,943475,379433,41340,99366,23142,0.1090,949,e8e7,hard_time
67,4,1,8,19,1747968,945022,380027,41374,99593,23236,0.1089,949,e8e7,hard_time
67,4,2,8,19,1746944,944459,379736,41362,99516,23206,0.1089,950,e8e7,hard_time
68,4,0,8,20,1736704,963408,363571,38535,100310,23374,0.1060,949,h8d8,hard_time
68,4,1,8,20,1729536,959429,362252,38473,99965,23237,0.1062,950,h8d8,hard_time
68,4,2,8,20,1733632,961789,363225,38493,100223,23340,0.1060,949,h8d8,hard_time
69,4,0,7,20,1758208,986859,354382,26944,82290,16416,0.0760,949,h8d8,hard_time
69,4,1,7,20,1770496,994237,357184,27005,82716,16589,0.0756,949,h8d8,hard_time
69,4,2,7,20,1768448,992950,356446,26972,82552,16513,0.0757,949,h8d8,hard_time
70,4,0,8,19,1444408,821573,341238,31357,82674,18280,0.0919,839,e5f4,soft_time
70,4,1,8,19,1444408,821573,341238,31357,82674,18280,0.0919,853,e5f4,soft_time
70,4,2,8,19,1444408,821573,341238,31357,82674,18280,0.0919,851,e5f4,soft_time
71,4,0,7,22,1502208,946287,404809,32132,70151,10222,0.0794,949,f6f5,hard_time
71,4,1,7,22,1503232,947264,405461,32163,70165,10222,0.0793,949,f6f5,hard_time
71,4,2,7,22,1510400,953736,409826,32533,70453,10233,0.0794,950,f6f5,hard_time
72,4,0,8,19,1561600,899031,386511,51111,99893,23374,0.1322,950,c6d4,hard_time
72,4,1,8,19,1561600,899031,386511,51111,99893,23374,0.1322,950,c6d4,hard_time
72,4,2,8,19,1569792,903202,387456,51123,100355,23596,0.1319,949,c6d4,hard_time
73,4,0,9,19,2015232,1033186,300992,53777,110969,27589,0.1787,952,d7c6,hard_time
73,4,1,9,19,1998848,1024612,298235,53610,109748,26968,0.1798,949,d7c6,hard_time
73,4,2,9,19,2015232,1033186,300992,53777,110969,27589,0.1787,952,d7c6,hard_time
74,4,0,9,18,1926144,968810,322068,51790,125988,37327,0.1608,950,b8d8,hard_time
74,4,1,9,18,1929216,970786,323609,51859,126321,37500,0.1603,949,b8d8,hard_time
74,4,2,9,18,1923072,966842,320362,51646,125684,37157,0.1612,950,b8d8,hard_time
75,4,0,9,17,1747968,863735,382184,72585,135840,39160,0.1899,949,f6e5,hard_time
75,4,1,9,17,1763328,871074,383500,72876,136559,39566,0.1900,950,f6e5,hard_time
75,4,2,9,17,1778688,878275,385082,73440,137352,39994,0.1907,949,f6e5,hard_time
76,4,0,10,18,1414242,700454,370142,64843,124106,35369,0.1752,806,d8d7,soft_time
76,4,1,10,18,1414242,700454,370142,64843,124106,35369,0.1752,815,d8d7,soft_time
76,4,2,10,18,1414242,700454,370142,64843,124106,35369,0.1752,814,d8d7,soft_time
77,4,0,9,15,1276232,631754,306950,54509,105992,25845,0.1776,747,d7b7,soft_time
77,4,1,9,15,1276232,631754,306950,54509,105992,25845,0.1776,743,d7b7,soft_time
77,4,2,9,15,1276232,631754,306950,54509,105992,25845,0.1776,739,d7b7,soft_time
78,4,0,9,17,1725440,860645,397493,67179,134329,39725,0.1690,950,d6c7,hard_time
78,4,1,9,17,1724416,860132,397244,67157,134231,39662,0.1691,950,d6c7,hard_time
78,4,2,9,17,1723392,859553,396727,67116,134089,39582,0.1692,949,d6c7,hard_time
79,4,0,9,17,1559121,763841,394490,81611,136334,38184,0.2069,908,c7b7,soft_time
79,4,1,9,17,1559121,763841,394490,81611,136334,38184,0.2069,921,c7b7,soft_time
