# experiment=depth_vs_time engine=helix-f3270d5 date=20260808-023215
# suite=tests/data/stockfish-bench-all.epd pvs=on nmp=on reps=3 positions=309
fen_id,budget_ms,rep,pvs,nmp,completed_depth,seldepth,nodes,qnodes,researches,null_cutoffs,tt_probes,tt_hits,tt_stores,tt_replaces,tt_hit_rate,time_ms,bestmove,stop_reason
9,100,1,on,on,5,17,191488,112420,1,261,30425,3144,7797,20,0.1033,95,e3g3,hard_time
9,100,2,on,on,5,17,190464,111575,1,261,30030,3144,7770,20,0.1047,94,e3g3,hard_time
9,250,0,on,on,6,20,336655,234011,1,1163,89219,5563,15948,80,0.0624,222,e3g3,soft_time
9,250,1,on,on,6,20,336655,234011,1,1163,89219,5563,15948,80,0.0624,219,e3g3,soft_time
9,250,2,on,on,6,20,336655,234011,1,1163,89219,5563,15948,80,0.0624,220,e3g3,soft_time
9,500,0,on,on,6,20,946176,567460,1,2172,153236,12531,32720,342,0.0818,474,e3g3,hard_time
9,500,1,on,on,6,20,952320,570769,1,2172,153921,12537,32943,348,0.0815,474,e3g3,hard_time
9,500,2,on,on,6,20,952320,570769,1,2172,153921,12537,32943,348,0.0815,474,e3g3,hard_time
9,1000,0,on,on,7,20,1765695,1011314,1,3100,225385,20661,52298,987,0.0917,793,e3g3,soft_time
9,1000,1,on,on,7,20,1765695,1011314,1,3100,225385,20661,52298,987,0.0917,793,e3g3,soft_time
9,1000,2,on,on,7,20,1765695,1011314,1,3100,225385,20661,52298,987,0.0917,794,e3g3,soft_time
10,10,0,on,on,3,15,10240,7172,4,4,3316,165,652,0,0.0498,9,e6d5,hard_time
10,10,1,on,on,3,15,10240,7172,4,4,3316,165,652,0,0.0498,8,e6d5,hard_time
10,10,2,on,on,3,15,10240,7172,4,4,3316,165,652,0,0.0498,9,e6d5,hard_time
10,25,0,on,on,4,17,28672,19877,4,49,8123,389,1473,0,0.0479,22,e6d5,hard_time
10,25,1,on,on,4,17,27648,19236,4,49,7919,379,1443,0,0.0479,22,e6d5,hard_time
10,25,2,on,on,4,17,28672,19877,4,49,8123,389,1473,0,0.0479,22,e6d5,hard_time
10,50,0,on,on,4,17,63488,43762,15,82,16473,711,2700,0,0.0432,47,e6d5,hard_time
10,50,1,on,on,4,17,63488,43762,15,82,16473,711,2700,0,0.0432,46,e6d5,hard_time
10,50,2,on,on,4,17,63488,43762,15,82,16473,711,2700,0,0.0432,47,e6d5,hard_time
10,100,0,on,on,5,19,132530,89016,15,96,31302,1548,4944,4,0.0495,92,e5g4,soft_time
10,100,1,on,on,5,19,132530,89016,15,96,31302,1548,4944,4,0.0495,93,e5g4,soft_time
10,100,2,on,on,5,19,132530,89016,15,96,31302,1548,4944,4,0.0495,93,e5g4,soft_time
10,250,0,on,on,6,21,328159,220715,21,932,83942,5122,14688,54,0.0610,236,e5g4,soft_time
10,250,1,on,on,6,21,328159,220715,21,932,83942,5122,14688,54,0.0610,236,e5g4,soft_time
10,250,2,on,on,5,21,327680,220333,21,930,83693,5115,14652,54,0.0611,236,e5g4,hard_time
10,500,0,on,on,6,24,583680,418420,22,1759,176967,9349,27802,301,0.0528,474,e5g4,hard_time
10,500,1,on,on,6,24,588800,420935,22,1762,177216,9443,27974,305,0.0533,475,e5g4,hard_time
10,500,2,on,on,6,24,591872,422560,22,1765,177550,9487,28097,307,0.0534,475,e5g4,hard_time
10,1000,0,on,on,7,25,1487872,938697,23,2969,297732,22479,55712,1063,0.0755,950,e5g4,hard_time
10,1000,1,on,on,7,25,1482752,936069,23,2965,297354,22423,55549,1058,0.0754,950,e5g4,hard_time
10,1000,2,on,on,7,25,1490944,940335,23,2970,298116,22567,55855,1067,0.0757,949,e5g4,hard_time
11,10,0,on,on,3,17,12288,8084,9,0,4005,225,618,4,0.0562,8,a2a4,hard_time
11,10,1,on,on,3,17,13312,8851,9,0,4593,241,731,4,0.0525,9,a2a4,hard_time
11,10,2,on,on,3,17,13312,8851,9,0,4593,241,731,4,0.0525,9,a2a4,hard_time
11,25,0,on,on,4,17,22223,15707,9,7,9507,417,1474,6,0.0439,18,a2a4,soft_time
11,25,1,on,on,4,17,22223,15707,9,7,9507,417,1474,6,0.0439,19,a2a4,soft_time
11,25,2,on,on,4,17,22223,15707,9,7,9507,417,1474,6,0.0439,18,a2a4,soft_time
11,50,0,on,on,4,20,70656,46725,14,38,21223,1030,3284,15,0.0485,46,a2a4,hard_time
11,50,1,on,on,4,20,69632,45905,14,31,20659,1012,3196,15,0.0490,47,a2a4,hard_time
11,50,2,on,on,4,20,69632,45905,14,31,20659,1012,3196,15,0.0490,47,a2a4,hard_time
11,100,0,on,on,5,20,132555,82244,17,57,32438,2636,5408,23,0.0813,79,d1c2,soft_time
11,100,1,on,on,5,20,132555,82244,17,57,32438,2636,5408,23,0.0813,80,d1c2,soft_time
11,100,2,on,on,5,20,132555,82244,17,57,32438,2636,5408,23,0.0813,79,d1c2,soft_time
11,250,0,on,on,5,24,312320,215017,18,386,111580,6499,18062,142,0.0582,236,d1c2,hard_time
11,250,1,on,on,5,24,314368,216717,18,420,112694,6559,18171,143,0.0582,236,d1c2,hard_time
11,250,2,on,on,5,24,312320,215017,18,386,111580,6499,18062,142,0.0582,237,d1c2,hard_time
11,500,0,on,on,6,24,706560,469106,22,1184,208776,13117,32861,474,0.0628,474,d1c2,hard_time
11,500,1,on,on,6,24,699392,465424,22,1169,208117,13041,32568,467,0.0627,474,d1c2,hard_time
11,500,2,on,on,6,24,707584,469623,22,1185,208841,13126,32891,474,0.0629,475,d1c2,hard_time
11,1000,0,on,on,7,24,1358134,839678,22,1648,297526,21942,49085,930,0.0737,770,d1c2,soft_time
11,1000,1,on,on,7,24,1358134,839678,22,1648,297526,21942,49085,930,0.0737,771,d1c2,soft_time
